Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Tejay Antone","CIN",1,2,0,3.75524,28,1,2,4,34,144,30,15,14,4,14,1,2,40,10.5326,3.74358,2.81351,0.968071,0.276185,0.0981639,0.17802130430936813,0.230688,1.28555,0.305826,0.733082,,,3.57343,0.399453,0.418528,744.25,2.78776,2.80634,0.887396,"16233"
"Jake Odorizzi","TEX",4,5,2,4.36153,46,7,0,3,78,328,76,41,38,12,25,1,3,67,7.73424,2.84402,2.71947,1.35131,0.202948,0.0746278,0.12832045555114746,0.253668,1.30088,0.29054,0.709767,,,4.40108,0.398563,0.144712,625.8599853515625,2.96758,-0.662232,0.249301,"6397"
"Andrew Bellatti","PHI",4,3,0,3.90407,57,0,1,10,55,236,49,26,24,7,24,1,3,70,11.4311,3.9672,2.88141,1.16865,0.296918,0.103046,0.19387206435203552,0.23407,1.32705,0.316979,0.74703,,,3.73453,0.397991,0.276555,750.6500244140625,2.95381,-1.37119,0.418339,"10657"
"Tyler Holton","DET",1,0,0,4.48156,28,0,0,2,29,120,28,16,14,1,8,0,1,22,6.81871,2.5892,2.63352,0.457113,0.181138,0.0687817,0.11235594749450684,0.251895,1.26415,0.301714,0.605928,,,3.17598,0.397985,-0.185062,999,1.70001,0.502624,0.935906,"26231"
"Dylan Coleman","KCR",4,3,0,3.5343,62,0,5,14,64,271,52,27,25,6,30,1,3,68,9.67137,4.25467,2.27312,0.782032,0.25263,0.111138,0.14149215817451477,0.220883,1.29604,0.287007,0.740122,,,3.67183,0.395946,0.579651,640.8699951171875,1.68177,-0.823058,0.669149,"22276"
"David Robertson","NYM",4,3,0,3.53891,60,0,3,16,60,255,49,26,24,7,28,1,3,73,10.8163,4.15408,2.60377,0.9821,0.284484,0.109258,0.17522569000720978,0.219895,1.27873,0.294376,0.756089,,,3.65249,0.39421,0.470541,488.4599914550781,1.50138,1.67287,0.599627,"8241"
"Daniel Hudson","LAD",4,3,0,3.66446,53,0,13,12,52,213,43,23,21,7,17,1,3,63,10.8724,2.93679,3.70214,1.1913,0.293818,0.0793643,0.21445346623659134,0.223677,1.16187,0.29359,0.73657,,,3.54506,0.392603,0.358438,289.510009765625,2.72027,0.659966,0.992816,"7146"
"Joely Rodríguez","BOS",3,3,0,3.9946,59,0,1,13,57,245,54,27,25,5,24,1,2,59,9.28924,3.8123,2.43665,0.746114,0.239717,0.0983796,0.14133723080158234,0.246137,1.37044,0.316255,0.707921,,,3.50228,0.392481,0.299101,999,2.83285,-1.74848,0.497565,"11487"
"Michael Pineda",,4,6,4,4.70637,15,14,0,0,73,310,81,41,38,13,16,1,2,50,6.238,1.935,3.22378,1.62328,0.162464,0.0503954,0.11206816136837006,0.278075,1.33204,0.297966,0.70738,,,4.81858,0.391925,0.324757,743.3699951171875,3.18101,0.890665,0.427871,"5372"
"Enyel De Los Santos","CLE",4,2,0,3.88308,53,1,0,6,56,236,49,26,24,7,21,2,3,64,10.1858,3.39837,2.99725,1.05216,0.269467,0.0899048,0.17956188321113586,0.231307,1.25023,0.29942,0.719021,,,3.6507,0.391158,0.254537,750.5399780273438,1.84181,-0.756104,0.506544,"18403"
"Caleb Ferguson","LAD",2,1,0,3.24553,52,0,0,11,49,206,41,19,18,5,20,1,2,56,10.2985,3.74539,2.74966,0.906029,0.272717,0.0991821,0.17353489995002747,0.222768,1.24735,0.293826,0.773109,,,3.52658,0.386001,0.621257,750.7100219726562,1.61379,-0.914859,0.874622,"19349"
"Davis Martin","CHW",4,5,3,4.73018,28,10,0,1,73,314,74,42,38,11,24,1,4,62,7.67602,2.98857,2.56846,1.41032,0.198497,0.0772827,0.12121466547250748,0.259241,1.34697,0.295391,0.687922,,,4.58928,0.38421,0.032386,691.5700073242188,2.213,-1.31835,0.387412,"21448"
"Garrett Crochet","CHW",2,2,0,3.33274,38,0,1,5,38,161,31,15,14,3,17,1,2,45,10.6152,3.95491,2.68407,0.812338,0.281482,0.104871,0.1766103431582451,0.218342,1.2495,0.294961,0.754133,,,3.36736,0.381566,0.453695,712.3499755859375,2.32473,-0.0286478,0.914242,"27463"
"John Means","BAL",2,2,2,3.95764,11,6,0,0,38,154,36,18,17,6,8,1,1,33,7.86111,1.86924,4.2055,1.46588,0.213853,0.0508507,0.1630021668970585,0.245674,1.15218,0.278337,0.729538,,,4.20258,0.380119,0.419508,602.969970703125,1.75891,0.215224,0.925627,"16269"
"José Ureña","COL",5,9,6,5.46635,23,22,0,0,118,534,138,78,72,17,50,1,5,77,5.86795,3.79794,1.54503,1.31693,0.143821,0.0930864,0.05073510855436325,0.287718,1.59342,0.313188,0.672084,,,5.09649,0.376278,0.470669,750.030029296875,3.3888,2.70316,2.16276,"11589"
"Griffin Jax","MIN",4,4,1,4.21623,56,2,3,15,66,275,62,34,31,8,20,2,3,64,8.68458,2.68338,3.23644,1.07166,0.231172,0.0714279,0.15974386781454086,0.24346,1.23139,0.296146,0.678306,,,3.7533,0.368206,-0.0663224,635.3200073242188,2.69862,0.275833,0.487524,"20253"
"Yimi Garcia","TOR",4,4,0,3.88709,63,0,2,17,62,256,56,29,27,9,18,1,3,60,8.76606,2.57754,3.40093,1.25846,0.236268,0.0694714,0.16679634898900986,0.236605,1.18316,0.282829,0.722812,,,3.97922,0.363041,0.180001,737.0999755859375,1.90549,0.863421,0.607116,"12095"
"Brandon Hughes","CHC",3,3,0,3.66906,62,0,15,10,62,257,52,27,25,8,22,1,3,70,10.2181,3.23543,3.15819,1.17634,0.272961,0.0864295,0.18653138726949692,0.224877,1.2024,0.286918,0.744817,,,3.7741,0.358874,0.472118,321.9700012207031,1.55647,-0.755835,1.13559,"23460"
"Trevor May","OAK",3,3,0,3.90306,60,0,11,10,58,245,53,28,25,7,21,1,2,66,10.0998,3.21762,3.13892,1.12063,0.267895,0.0853461,0.18254860490560532,0.236882,1.25771,0.303776,0.725802,,,3.65304,0.356991,-0.0664539,309.489990234375,2.44342,-0.502922,0.906079,"6398"
"Zach Jackson","OAK",3,3,0,3.60246,55,0,5,18,55,235,41,24,22,4,33,2,3,69,11.2902,5.3588,2.10684,0.712375,0.291777,0.13849,0.1532866507768631,0.206914,1.35202,0.291628,0.73875,,,3.56086,0.353401,0.222784,677,2.73956,-0.749468,0.718278,"19493"
"Connor Seabold","COL",3,4,2,5.4351,20,9,0,1,54,234,59,35,32,10,16,1,3,44,7.30907,2.66406,2.74358,1.59624,0.186456,0.0679606,0.11849503219127655,0.274559,1.39358,0.305911,0.643658,,,4.86785,0.351616,0.167829,999,4.08155,0.126946,0.562055,"19695"
"Adam Cimber","TOR",4,3,0,3.6966,57,0,1,12,55,230,55,24,23,6,13,1,4,42,6.88793,2.14096,3.21722,0.956938,0.182199,0.0566323,0.12556640431284904,0.255713,1.23423,0.294251,0.725816,,,3.87648,0.350338,0.345065,744.0800170898438,2.97337,0.757045,0.707292,"15288"
"Zach Davies","ARI",5,7,6,4.73408,23,23,0,0,120,522,122,69,63,18,48,1,4,91,6.79183,3.57634,1.8991,1.34907,0.173488,0.0913524,0.08213519304990768,0.260065,1.41664,0.288374,0.700117,,,4.84361,0.3488,0.593614,680,2.79369,0.847012,1.17721,"13183"
"Richard Bleier","BOS",2,2,0,3.77335,55,0,1,12,53,223,57,24,22,4,11,1,2,36,6.15429,1.8368,3.35056,0.733641,0.162157,0.0483971,0.11376025900244713,0.270479,1.2793,0.309573,0.706828,,,3.52975,0.347767,0.390152,999,1.55783,1.47062,0.770916,"7803"
"Gregory Soto","PHI",3,4,0,3.81537,61,0,6,12,61,267,54,28,26,5,32,1,3,67,9.78526,4.71377,2.07589,0.774453,0.250158,0.120507,0.12965194135904312,0.231585,1.39695,0.303073,0.733389,,,3.78382,0.345073,0.393134,536.5399780273438,4.04526,-0.940366,0.723365,"19677"
"Ryan Thompson","TBR",3,2,0,3.76556,49,0,1,11,48,199,45,22,20,5,14,1,2,43,8.17468,2.63114,3.10689,0.935886,0.217295,0.0699396,0.14735504984855652,0.246114,1.23909,0.297323,0.717244,,,3.64755,0.344659,0.249687,999,1.14132,0.859987,0.756269,"16647"
"Joey Lucchesi","NYM",2,2,1,4.01849,19,5,0,1,36,152,35,18,16,5,12,1,1,34,8.45592,2.91552,2.90032,1.15389,0.222998,0.0768873,0.1461103856563568,0.248195,1.28133,0.297235,0.722435,,,3.96769,0.338866,0.260518,743.9000244140625,1.32642,1.25349,0.803472,"19320"
"Diego Castillo","SEA",4,3,0,3.51394,60,0,5,14,58,242,49,25,23,6,21,1,3,62,9.53683,3.26273,2.92296,0.977448,0.255127,0.0872836,0.16784287244081497,0.225926,1.20735,0.28634,0.741932,,,3.64707,0.33849,0.281792,597.9199829101562,1.21662,0.534699,0.699811,"17496"
"Justin Lawrence","COL",3,2,0,4.94656,55,0,0,11,55,244,53,33,30,5,28,1,3,59,9.63591,4.56348,2.11153,0.85634,0.241362,0.114307,0.12705526500940323,0.250265,1.47509,0.323025,0.654066,,,3.91163,0.335806,-0.0372446,750.9500122070312,4.40248,-0.640207,0.391371,"17639"
"Colin Holderman","PIT",3,2,0,4.13966,44,0,0,4,46,199,44,23,21,4,19,1,2,43,8.28366,3.6606,2.26292,0.810419,0.214085,0.0946057,0.11947982758283615,0.245125,1.34843,0.300803,0.694122,,,3.81489,0.335703,0.0796299,999,1.63109,1.4096,0.557995,"22361"
"Eury Pérez","MIA",2,3,2,4.32323,9,7,0,0,38,163,35,20,18,5,14,0,2,37,8.73591,3.34824,2.60911,1.23209,0.228723,0.0876633,0.14105962961912155,0.240415,1.2899,0.288149,0.699091,,,4.22861,0.332875,0.263069,999,1.64212,1.32769,0.724686,"sa3014807"
"Kyle Harrison","SFG",2,2,2,4.25859,6,6,0,0,33,142,29,17,15,4,15,0,2,34,9.36066,4.2339,2.21088,1.10223,0.240531,0.108794,0.13173719495534897,0.235019,1.36138,0.292374,0.71186,,,4.22375,0.331864,0.306131,999,1.07602,0.892421,0.735066,"sa3014513"
"Bobby Miller","LAD",2,1,2,4.10843,11,3,0,1,28,118,27,14,13,3,8,0,1,27,8.75187,2.70603,3.23421,1.07068,0.231456,0.0715649,0.159891277551651,0.246352,1.24862,0.300733,0.695365,,,3.77432,0.330078,0.205788,999,1.16866,1.02973,0.89018,"sa3014422"
"Shawn Armstrong","TBR",3,3,0,3.95068,55,0,1,7,59,247,55,28,26,7,19,1,3,62,9.53221,2.91937,3.26516,1.10564,0.252174,0.0772317,0.17494233697652817,0.242267,1.25158,0.304079,0.71735,,,3.70964,0.329854,0.206029,750.5900268554688,3.22787,-0.779012,0.570757,"12857"
"Matt Strahm","PHI",3,3,0,3.99749,51,0,0,12,51,212,47,25,23,7,15,1,3,54,9.52687,2.71914,3.50363,1.20417,0.253248,0.0722815,0.18096616864204407,0.241089,1.22339,0.29954,0.714815,,,3.8105,0.327281,0.164637,748.8900146484375,1.68472,-2.72709,0.605687,"13799"
"Ryan Pepiot","LAD",4,4,4,4.52749,17,12,0,1,67,289,60,37,34,10,31,1,4,68,9.11735,4.19042,2.17576,1.40747,0.234752,0.107894,0.12685809284448624,0.234973,1.35632,0.280141,0.711742,,,4.69326,0.324346,0.316216,526.760009765625,2.47201,0.596881,0.239085,"26221"
"Mike Burrows","PIT",2,3,2,4.43612,19,6,0,1,45,194,44,24,22,6,17,1,2,41,8.18956,3.43827,2.38188,1.18815,0.212157,0.089071,0.12308577448129654,0.249647,1.34688,0.295029,0.698,,,4.28134,0.319664,0.237606,999,1.47645,1.19255,0.552318,"sa3008517"
"Yency Almonte","LAD",2,2,0,3.90544,52,0,1,11,53,221,47,25,23,7,17,1,3,55,9.31437,2.88495,3.22861,1.12869,0.248979,0.0771166,0.17186269164085388,0.233373,1.20335,0.28881,0.711906,,,3.79456,0.319003,0.201117,743.8099975585938,1.49044,0.840919,0.745306,"15068"
"Anthony Bass","TOR",3,4,0,3.55201,62,0,2,17,61,253,54,26,24,8,20,1,2,60,8.94367,2.96436,3.01706,1.13461,0.238843,0.0791642,0.15967921167612076,0.2357,1.2237,0.28725,0.758889,,,3.86277,0.318316,0.449349,734.4000244140625,2.1887,1.32693,0.70874,"7982"
"Reiver Sanmartin","CIN",4,3,0,4.57942,50,1,0,11,57,247,60,31,29,7,21,1,2,52,8.23215,3.37633,2.4382,1.04304,0.209755,0.0860287,0.12372613698244095,0.266455,1.42855,0.320755,0.69137,,,4.01164,0.317164,0.0924118,747.7899780273438,3.2702,-0.363648,0.338997,"19754"
"Scott Alexander","SFG",3,2,0,3.55161,53,1,0,12,50,213,50,22,20,4,15,1,2,36,6.52189,2.62863,2.4811,0.708903,0.171454,0.0691042,0.10235029458999634,0.255673,1.2882,0.296622,0.729471,,,3.67823,0.314569,0.400676,999,1.70395,0.915431,0.812812,"10591"
"Yerry De Los Santos","PIT",2,3,0,4.00269,48,0,2,6,49,205,45,23,22,5,18,1,2,48,8.93032,3.28903,2.71519,0.976273,0.234336,0.0863056,0.1480300948023796,0.240885,1.28568,0.298496,0.707579,,,3.78042,0.310259,0.240692,749.5700073242188,3.15362,-1.26857,0.659129,"21420"
"Ian Gibaut","CIN",2,2,0,4.49026,47,0,0,5,49,214,47,26,24,6,23,1,2,52,9.60484,4.17784,2.299,1.03291,0.243694,0.106,0.13769368082284927,0.250704,1.4345,0.318239,0.700409,,,3.99698,0.309974,0.0971177,750.780029296875,2.30969,-1.03171,0.442854,"17871"
"Michael Fulmer","CHC",3,4,0,4.09316,58,1,7,12,61,262,59,30,28,7,23,1,3,58,8.53248,3.3817,2.52314,1.02631,0.220411,0.0873557,0.13305477052927017,0.250468,1.34622,0.304506,0.71793,,,3.97875,0.307409,0.15187,465.7300109863281,1.6154,-1.09648,0.662196,"13218"
"Cody Stashak","MIN",2,2,0,4.09232,31,0,0,2,33,135,31,16,15,4,8,1,1,33,9.19698,2.19446,4.191,1.19962,0.247813,0.0591297,0.18868323788046837,0.246151,1.19076,0.30227,0.693637,,,3.63153,0.306472,0.0796233,999,1.86349,0.852041,0.86819,"18088"
"Chris Flexen","SEA",5,5,4,4.14253,44,9,0,1,86,363,86,43,39,12,26,2,3,65,6.8291,2.7398,2.49255,1.22376,0.178643,0.0716708,0.10697246342897415,0.258318,1.31504,0.289854,0.724416,,,4.36818,0.30641,0.242425,637.3499755859375,1.34131,0.000514654,0.232607,"13896"
"Nate Pearson","TOR",3,3,2,4.09443,42,4,0,4,64,272,56,32,29,9,28,1,3,70,9.87363,3.97429,2.48437,1.24572,0.25792,0.103817,0.15410302579402924,0.230415,1.30985,0.288162,0.730558,,,4.17346,0.305685,0.186078,582.2899780273438,3.06851,-1.4199,0.306319,"20160"
"Kris Bubic","KCR",3,6,4,4.66174,23,13,0,0,79,348,81,44,41,10,35,1,4,68,7.76393,3.94036,1.97036,1.19443,0.19601,0.0994792,0.09653092920780182,0.259964,1.45655,0.303082,0.703158,,,4.5595,0.305421,0.289067,745.2999877929688,4.14047,-0.542999,0.544853,"21455"
"Jason Foley","DET",2,2,0,3.92275,58,0,3,9,58,249,61,28,25,4,17,1,3,45,6.93752,2.63028,2.63756,0.685968,0.179868,0.0681947,0.11167306452989578,0.265138,1.33822,0.313031,0.701948,,,3.58334,0.302734,0.0573335,713.780029296875,2.6274,-0.799807,0.695601,"19531"
"Tyler Rogers","SFG",3,3,0,3.92692,66,0,2,17,68,290,71,32,30,6,18,1,4,46,6.12805,2.44753,2.50376,0.738806,0.159246,0.0636025,0.09564313292503357,0.26523,1.31876,0.303008,0.701504,,,3.80461,0.301562,0.265977,750.3699951171875,3.08691,0.496997,0.56371,"15541"
"Josh Sborz","TEX",3,2,0,4.176,48,0,0,5,49,209,43,25,23,6,22,1,2,57,10.5392,4.04484,2.60559,1.14074,0.274204,0.105237,0.16896670311689377,0.234394,1.33727,0.305653,0.718148,,,3.86645,0.301205,-0.061696,748.8300170898438,2.23132,-1.23342,0.445675,"18323"
"Jorge López","MIN",3,4,0,3.98493,63,0,17,8,70,298,66,33,31,7,26,2,4,70,9.10348,3.39312,2.68293,0.884696,0.236001,0.087964,0.14803680777549744,0.246507,1.32575,0.3105,0.710764,,,3.67908,0.298208,0.14894,238.10000610351562,4.94834,-0.698272,1.21474,"14527"
"Aaron Loup","LAA",3,3,0,3.7081,61,0,1,16,57,243,54,26,24,5,19,1,4,52,8.13766,3.04948,2.66854,0.860224,0.212492,0.0796284,0.13286355882883072,0.245799,1.28396,0.298573,0.72697,,,3.77665,0.29598,0.303407,999,2.25801,0.983262,0.674996,"10343"
"John Brebbia","SFG",3,2,0,4.05773,59,1,2,14,56,239,56,28,25,7,17,1,2,52,8.27116,2.66578,3.10272,1.13625,0.216996,0.0699374,0.14705846458673477,0.255434,1.29108,0.304825,0.718833,,,3.93655,0.294489,0.0905976,749.6500244140625,1.55009,0.615478,0.51837,"12777"
"Víctor Arano","WSN",2,2,0,4.24512,52,0,1,10,52,219,50,27,24,7,17,1,2,52,9.11836,2.89439,3.15036,1.13988,0.239003,0.0758653,0.16313791275024414,0.250752,1.29215,0.309035,0.699164,,,3.83819,0.292894,0.0141268,745,3.71264,-1.80286,0.583099,"15915"
"Phil Bickford","LAD",2,2,0,3.96435,48,0,0,5,47,194,41,23,21,7,14,1,2,51,9.79964,2.66395,3.67861,1.30476,0.264281,0.0718427,0.19243838638067245,0.233235,1.17812,0.289272,0.71715,,,3.83313,0.285302,0.0911443,999,1.259,0.260197,0.774759,"18519"
"Josh Taylor","KCR",2,2,0,3.77043,42,0,0,9,39,169,37,18,16,4,17,1,2,42,9.74588,3.80963,2.55822,0.867194,0.251471,0.0982992,0.15317202359437943,0.244695,1.3628,0.316942,0.739011,,,3.59924,0.285198,0.189691,999,3.26724,-1.14063,0.763608,"17359"
"Tim Mayza","TOR",4,2,0,3.53668,52,0,0,14,47,194,42,20,18,5,14,1,2,46,8.75907,2.77245,3.15932,1.01145,0.234679,0.0742815,0.16039758920669556,0.237011,1.20889,0.290383,0.743429,,,3.66564,0.282541,0.34969,999,1.57021,-0.139936,0.759693,"15042"
"Tim Herrin","CLE",1,2,0,3.92635,35,3,0,2,37,159,35,18,16,4,14,0,2,37,8.88762,3.46946,2.56167,0.960446,0.231191,0.09025,0.14094070345163345,0.24565,1.32987,0.304586,0.724858,,,3.80587,0.281483,0.166532,999,1.73181,-0.260676,0.810462,"sa3007262"
"Dany Jiménez","OAK",4,4,0,3.90745,57,0,8,13,57,244,49,27,25,6,27,2,2,61,9.6133,4.30705,2.23199,0.912873,0.25046,0.112214,0.13824639469385147,0.226853,1.32947,0.290344,0.722171,,,3.83621,0.279307,-0.00754125,478.6499938964844,1.56628,-0.602568,0.70213,"21170"
"Kendall Graveman","CHW",3,3,0,3.55461,61,0,14,13,63,266,58,27,25,6,24,1,4,62,8.96204,3.39663,2.63851,0.913061,0.234125,0.0887339,0.14539159834384918,0.240694,1.2963,0.300481,0.751125,,,3.74624,0.278504,0.525879,255.72999572753906,1.6845,0.207425,1.08578,"15514"
"Frankie Montas","NYY",1,1,1,3.8376,4,3,0,0,19,78,17,9,8,2,6,0,1,19,9.03193,2.76847,3.26243,1.19401,0.240388,0.0736836,0.1667042151093483,0.242757,1.23798,0.295851,0.736047,,,3.85658,0.277277,0.246309,470.2900085449219,2.87677,2.85887,1.05139,"14309"
"Eli Morgan","CLE",4,4,1,4.17048,55,3,0,11,64,264,58,32,30,10,17,1,3,65,9.13271,2.34164,3.90014,1.44563,0.246794,0.0632783,0.18351579457521439,0.238725,1.16958,0.284269,0.704875,,,4.07801,0.275344,0.135508,725.760009765625,2.16369,0.803445,0.584125,"20203"
"Madison Bumgarner","ARI",6,11,7,4.94631,26,26,0,0,145,626,155,87,80,25,43,1,8,107,6.65688,2.67179,2.49154,1.54313,0.171191,0.0687088,0.1024821549654007,0.269458,1.36652,0.293667,0.682782,,,4.91503,0.27273,0.374986,670.72998046875,3.45844,0.0374689,1.71218,"5524"
"Wandy Peralta","NYY",3,3,0,3.49495,60,0,2,13,59,248,54,25,23,6,21,1,2,53,8.04947,3.20395,2.51235,0.8873,0.212789,0.0846971,0.1280919685959816,0.239618,1.26987,0.289015,0.749019,,,3.77316,0.271628,0.522683,739.75,2.11933,-1.16014,0.723703,"14295"
"Josh Fleming","TBR",3,2,1,4.33637,7,4,0,0,31,136,34,16,15,3,9,0,1,20,5.78352,2.52663,2.28903,0.921892,0.148812,0.0650113,0.08380119502544403,0.274282,1.37678,0.305633,0.69165,,,4.12551,0.270447,0.24376,750.7899780273438,2.47013,-0.131069,0.764724,"20418"
"Kutter Crawford","BOS",3,4,2,4.74668,32,5,0,1,53,229,54,31,28,8,19,1,2,53,8.96564,3.12601,2.86807,1.35681,0.231883,0.0808496,0.15103301405906677,0.258555,1.35861,0.311294,0.684363,,,4.23426,0.263792,-0.0569427,679.8400268554688,2.91114,-0.430959,0.381159,"20531"
"Dillon Tate","BAL",3,3,0,3.87905,53,0,4,10,56,237,55,26,24,5,16,1,4,46,7.41307,2.51657,2.9457,0.779575,0.195301,0.0663002,0.12900031358003616,0.250668,1.24973,0.298496,0.692311,,,3.6332,0.259388,0.194405,720.0599975585938,1.81325,0.0756903,0.752809,"17796"
"Chris Stratton","STL",4,3,1,3.99637,53,1,1,10,56,242,55,27,25,6,22,1,2,53,8.45762,3.46034,2.44416,0.98525,0.219065,0.0896282,0.12943708896636963,0.251586,1.35934,0.306261,0.72689,,,3.90077,0.254577,0.200149,999,2.05459,0.392802,0.434578,"13761"
"Peter Strzelecki","MIL",4,2,0,3.93503,60,0,1,12,63,262,54,30,27,8,24,2,3,71,10.1523,3.37732,3.00603,1.17958,0.26944,0.089633,0.17980652302503586,0.229624,1.23965,0.292713,0.72376,,,3.8268,0.250909,0.263713,734.969970703125,2.41978,1.50495,0.424886,"21367"
"Cionel Pérez","BAL",4,2,0,3.3771,57,0,2,16,56,240,50,23,21,5,25,1,2,58,9.26225,4.01129,2.30905,0.803336,0.240708,0.104245,0.13646210730075836,0.236444,1.34372,0.301819,0.767878,,,3.64689,0.250241,0.516231,683.27001953125,1.69514,-1.40893,0.719767,"19614"
"Taylor Hearn","TEX",3,4,0,4.31097,49,1,0,7,62,264,58,32,30,8,25,2,2,62,9.01649,3.56693,2.5278,1.10471,0.23473,0.0928596,0.1418708637356758,0.243472,1.32963,0.299239,0.698731,,,4.00859,0.248912,-0.0581761,750.530029296875,2.91283,-0.95011,0.316155,"18325"
"Aroldis Chapman","KCR",3,3,0,3.64548,51,0,8,11,48,208,38,21,20,5,28,1,2,60,11.0981,5.25013,2.11387,0.884651,0.286229,0.135405,0.15082396566867828,0.212122,1.36412,0.290496,0.753232,,,3.80618,0.246794,0.355225,322.9200134277344,1.48335,-0.606259,0.847034,"10233"
"Hoby Milner","MIL",3,3,0,4.01208,60,0,1,11,59,249,57,29,26,8,16,1,3,59,8.9764,2.4074,3.72867,1.1961,0.238104,0.0638576,0.17424657940864563,0.250073,1.23453,0.304791,0.715309,,,3.81075,0.245959,0.152906,999,2.76554,0.00374534,0.582503,"13346"
"Dakota Hudson","STL",6,5,3,4.21892,45,10,0,2,93,406,93,47,44,9,38,2,5,60,5.78289,3.67016,1.57565,0.837238,0.147274,0.0934688,0.05380534380674362,0.256521,1.40838,0.286747,0.703245,,,4.42367,0.245336,0.571778,739.4600219726562,2.51447,0.239583,0.577491,"19206"
"Kevin Ginkel","ARI",3,2,0,3.95808,59,0,9,11,58,246,52,28,25,6,24,1,2,63,9.7816,3.73319,2.62017,0.995724,0.255111,0.0973642,0.15774673223495483,0.237923,1.3205,0.304714,0.722774,,,3.73773,0.245037,0.241575,578.219970703125,4.20831,-2.28641,0.799194,"19876"
"Ryan Brasier","BOS",2,2,0,4.36602,57,0,1,13,55,234,55,29,27,7,16,1,2,55,8.88603,2.64079,3.36491,1.20866,0.233476,0.0693856,0.16409088671207428,0.256587,1.29435,0.311817,0.693327,,,3.86737,0.244375,-0.00855458,999,2.55931,-0.506068,0.521942,"5615"
"Nick Nelson","PHI",2,2,0,4.47947,44,0,0,4,51,224,48,28,25,5,27,1,3,52,9.22596,4.73557,1.94823,0.848011,0.232237,0.119205,0.11303281784057617,0.244002,1.46217,0.309854,0.692475,,,4.0213,0.243447,-0.142543,999,2.7858,-0.263127,0.429844,"20153"
"Zach Pop","TOR",2,1,0,3.74138,39,0,0,4,41,174,41,18,17,4,12,1,2,33,7.32659,2.62361,2.79256,0.802135,0.191483,0.0685688,0.12291393429040909,0.257034,1.29479,0.304708,0.720446,,,3.68725,0.237505,0.245517,999,1.70312,1.68721,0.843754,"20185"
"Keegan Akin","BAL",3,3,0,3.92547,50,1,0,6,61,257,58,29,27,8,19,1,2,60,8.85513,2.78378,3.18098,1.11268,0.234545,0.0737337,0.16081128269433975,0.247621,1.26375,0.302452,0.724014,,,3.77334,0.237169,0.195818,734.6500244140625,3.48312,-0.553148,0.548899,"19362"
"Colin Poche","TBR",3,2,0,3.88899,54,0,3,16,52,216,43,24,23,8,20,1,2,58,10.0961,3.41297,2.95816,1.3214,0.27055,0.0914589,0.17909112572669983,0.223146,1.21098,0.278564,0.737293,,,4.03426,0.237151,0.252929,733.1400146484375,1.51044,0.125198,0.678015,"19403"
"Nic Enright","MIA",2,2,0,3.72864,29,0,0,3,30,121,26,13,12,3,9,0,0,30,9.14231,2.69148,3.39676,1.02031,0.247424,0.0728412,0.1745830625295639,0.234886,1.18934,0.291953,0.717061,,,3.50037,0.236862,0.22002,999,2.20688,1.30646,0.991751,"sa3010299"
"Tony Santillan","CIN",2,3,0,4.44188,45,1,1,9,50,219,47,27,25,7,24,1,3,57,10.19,4.30059,2.36945,1.25417,0.258789,0.109219,0.14956997334957123,0.244579,1.41676,0.311438,0.720574,,,4.26809,0.236248,0.104514,999,2.80271,-1.08376,0.501238,"19926"
"Lucas Gilbreath","COL",2,2,0,4.48581,54,0,0,11,53,237,51,29,27,6,28,1,3,56,9.53086,4.80002,1.98559,1.03196,0.238227,0.119978,0.11824855953454971,0.246996,1.48642,0.312256,0.712467,,,4.24487,0.236113,0.217239,748.9400024414062,2.73117,-0.961099,0.423461,"21290"
"Reese Olson","DET",2,3,1,4.15272,25,4,0,2,41,174,38,20,19,5,16,1,2,38,8.47161,3.44136,2.4617,1.059,0.220453,0.0895529,0.1308998242020607,0.244824,1.32254,0.295734,0.709102,,,4.04843,0.23593,0.218388,999,1.1349,0.44955,0.700154,"sa3008513"
"Chris Archer",,2,4,3,4.77649,13,13,0,0,61,267,60,35,33,9,27,0,2,53,7.77146,3.91524,1.98492,1.3192,0.198543,0.100026,0.09851758927106857,0.251506,1.40947,0.289023,0.691379,,,4.71509,0.235754,0.206415,999,2.38709,0.60281,0.374689,"6345"
"Drew Smith","NYM",3,3,0,3.75455,51,0,0,13,52,217,45,24,22,8,18,1,2,57,9.80494,3.12989,3.13268,1.30461,0.261876,0.0835946,0.1782809942960739,0.231033,1.21906,0.286309,0.753464,,,3.98452,0.235676,0.25294,749.4299926757812,1.65114,-0.596578,0.693775,"17755"
"Ryne Stanek","HOU",2,2,0,3.72983,58,0,0,15,57,242,47,26,24,7,28,1,2,66,10.3977,4.41173,2.35683,1.07252,0.271555,0.11522,0.15633466094732285,0.221234,1.31403,0.287695,0.752766,,,3.94265,0.234871,0.238235,748.8400268554688,1.19376,0.728867,0.598896,"15947"
