Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Bryan Abreu","HOU",4,2,0,3.32708,58,0,2,12,62,262,49,25,23,5,30,1,3,79,11.4613,4.28845,2.67259,0.676235,0.301467,0.1128,0.18866747617721558,0.214183,1.26712,0.305406,0.74471,,,3.14094,0.749258,0.612817,484.0299987792969,2.00372,-0.131997,0.665307,"16609"
"John Schreiber","BOS",3,3,0,3.4237,61,0,6,19,63,263,56,26,24,5,21,1,3,66,9.46573,2.98762,3.16832,0.718468,0.252147,0.0795836,0.17256290465593338,0.235824,1.22689,0.306044,0.729424,,,3.17545,0.740852,0.721466,555.0999755859375,1.12805,0.555344,0.771666,"20020"
"Luis García","SDP",3,4,0,3.53012,60,0,3,18,60,251,52,26,24,5,21,1,3,64,9.57109,3.11995,3.06771,0.730093,0.254923,0.0830987,0.1718241199851036,0.23085,1.21706,0.300582,0.716559,,,3.24393,0.734029,0.470541,735.6199951171875,2.15971,-0.477464,0.730193,"6984"
"Hayden Wesneski","CHC",4,5,5,4.41397,15,12,0,0,71,302,70,38,35,9,22,1,3,58,7.40019,2.82164,2.62266,1.18151,0.19376,0.0738792,0.11988084018230438,0.252776,1.29455,0.290265,0.685532,,,4.26233,0.732141,0.479415,322.6000061035156,3.11069,1.2736,0.312877,"27581"
"Jakob Junis","SFG",5,5,3,4.20844,56,6,0,4,85,362,88,43,40,11,22,2,4,78,8.19264,2.2713,3.60703,1.10592,0.214767,0.0595412,0.15522567555308342,0.26158,1.28279,0.312294,0.697294,,,3.78714,0.73203,0.336664,638.1599731445312,2.60069,0.0625226,0.159305,"13619"
"Jordan Lyles","KCR",8,13,10,4.94674,29,29,0,0,167,725,181,100,92,27,53,1,7,122,6.56325,2.88076,2.27831,1.43676,0.167907,0.073698,0.09420858323574066,0.271995,1.40357,0.298535,0.683124,,,4.80835,0.72515,0.175684,572.3800048828125,3.16093,0.453551,2.29298,"7593"
"Josiah Gray","WSN",7,11,9,4.84216,28,28,0,0,158,675,147,92,85,30,63,2,7,157,8.97028,3.61377,2.48225,1.72226,0.233028,0.0938778,0.13914991915225983,0.242985,1.33237,0.279809,0.702295,,,4.94573,0.716998,0.648367,383.5400085449219,3.54783,0.414031,1.94274,"24580"
"Caleb Thielbar","MIN",4,3,0,3.62647,58,0,0,15,58,238,50,25,23,7,18,1,2,70,10.8712,2.84032,3.82745,1.06644,0.293344,0.0766421,0.2167016565799713,0.230883,1.18615,0.3077,0.733315,,,3.27853,0.706071,0.376897,745.219970703125,1.95911,-0.951233,0.647121,"10078"
"Joe Jiménez","ATL",4,2,0,3.92119,62,0,4,14,59,244,49,28,26,6,22,1,3,74,11.4404,3.32293,3.44286,0.993393,0.305441,0.0887174,0.21672387421131134,0.223526,1.20502,0.307691,0.696289,,,3.27256,0.700633,0.314146,599.969970703125,2.50984,-0.558903,0.561459,"15761"
"Brad Keller","KCR",6,8,6,4.44082,35,16,0,0,109,478,113,59,54,12,43,1,5,84,6.89856,3.56767,1.93363,0.971233,0.175251,0.090633,0.0846177265048027,0.263198,1.43234,0.303123,0.699318,,,4.29584,0.688975,0.507236,707.5599975585938,2.3921,-0.7165,0.91317,"15734"
"DL Hall","BAL",4,4,4,3.84403,38,7,0,1,65,274,51,30,28,7,32,1,3,82,11.4147,4.4878,2.5435,0.958746,0.299364,0.117698,0.18166596442461014,0.214516,1.29152,0.295677,0.724157,,,3.58236,0.685359,0.589473,472.2099914550781,3.83236,-0.397712,0.332644,"22207"
"Aaron Bummer","CHW",3,3,0,3.07605,55,0,3,17,52,220,45,19,18,3,22,1,2,58,9.99577,3.75452,2.66233,0.505001,0.263097,0.098822,0.164275124669075,0.228895,1.27798,0.310219,0.75576,,,3.00265,0.684547,0.783407,664.4299926757812,3.14819,-0.930289,0.892524,"16258"
"Anthony DeSclafani","SFG",6,6,6,4.31199,37,16,0,1,103,437,106,54,49,15,29,2,3,85,7.45862,2.50809,2.97383,1.28663,0.195558,0.0657597,0.1297983154654503,0.261498,1.30555,0.299106,0.709944,,,4.24621,0.680998,0.641966,484.5899963378906,3.09481,-0.142088,0.377776,"13050"
"Camilo Doval","SFG",4,3,0,3.2867,66,0,27,3,66,280,55,26,24,5,30,1,3,77,10.479,4.05345,2.58521,0.680154,0.275128,0.106424,0.16870369017124176,0.222144,1.279,0.302404,0.751839,,,3.27184,0.674052,0.793601,80.7300033569336,1.95995,-0.246691,1.70165,"21992"
"Connor Overton","CIN",4,4,4,4.38624,35,10,0,1,80,340,80,42,39,12,24,1,4,59,6.64496,2.66106,2.49711,1.30261,0.173937,0.0696555,0.10428198426961899,0.257362,1.30067,0.284673,0.702096,,,4.53671,0.669762,0.735572,747.2899780273438,4.73299,0.397944,0.303998,"18376"
"Dylan Lee","ATL",4,2,0,3.31684,53,0,0,11,55,225,49,22,20,7,15,1,2,61,10.0292,2.40498,4.17017,1.06969,0.272375,0.065315,0.20705970376729965,0.235091,1.15852,0.301962,0.763953,,,3.32869,0.66505,0.714687,715.4000244140625,2.48747,1.5262,0.796164,"19996"
"Nick Martinez","SDP",5,5,6,4.06054,37,16,2,2,115,492,109,56,52,16,44,1,5,102,7.939,3.45027,2.30098,1.24244,0.206504,0.0897461,0.1167578250169754,0.245671,1.32799,0.285521,0.738143,,,4.42248,0.663657,1.16295,422.44000244140625,3.94479,-0.591061,0.483361,"12730"
"Trevor Stephan","CLE",4,3,0,3.60045,58,1,4,16,63,263,54,27,25,6,23,1,3,74,10.5869,3.22473,3.28303,0.8965,0.28181,0.0858384,0.19597145915031433,0.229414,1.22167,0.307046,0.727059,,,3.28713,0.660741,0.522154,616.3200073242188,1.21696,-1.4375,0.613835,"19932"
"Jovani Moran","MIN",2,2,0,3.39715,49,0,0,4,56,235,44,23,21,4,28,1,2,69,11.2395,4.47488,2.51169,0.601225,0.295979,0.117841,0.1781383529305458,0.213014,1.28204,0.303122,0.733483,,,3.08792,0.660304,0.487855,733.6300048828125,2.52832,-0.198017,0.737673,"20422"
"Reynaldo López","CHW",4,4,1,3.73563,50,2,7,10,58,239,52,26,24,7,16,1,2,58,9.02725,2.40408,3.75496,1.01152,0.244201,0.0650342,0.17916689813137054,0.236267,1.16531,0.292536,0.708504,,,3.48492,0.654613,0.463343,357.1400146484375,1.45099,-0.0921722,0.799137,"16400"
"James Karinchak","CLE",4,3,0,3.38443,58,0,3,14,58,242,41,24,22,6,30,1,2,80,12.3911,4.70994,2.63084,0.934469,0.330202,0.125512,0.20468953251838684,0.197468,1.23588,0.286077,0.758478,,,3.39187,0.649308,0.525709,390.0299987792969,1.50864,0.380812,0.658293,"20151"
"Mike Clevinger","CHW",6,6,6,4.4732,18,18,0,0,96,404,91,52,48,16,31,1,4,82,7.73511,2.87814,2.68754,1.49047,0.203737,0.0758079,0.12792909145355225,0.247886,1.27559,0.279147,0.704534,,,4.6344,0.647331,0.633016,441.25,3.40091,1.80288,0.464994,"12808"
"Joe Kelly","CHW",2,3,0,3.56308,59,0,4,15,56,235,46,24,22,4,25,1,3,65,10.5889,4.00833,2.64172,0.606776,0.278193,0.105308,0.17288559675216675,0.220349,1.26601,0.30368,0.713273,,,3.15065,0.644633,0.467331,726.510009765625,3.65067,-1.18528,0.77871,"9761"
"Matt Brash","SEA",3,3,1,3.46383,54,1,4,11,59,248,47,24,23,4,29,1,2,73,11.205,4.44151,2.52279,0.676883,0.293923,0.116507,0.1774156168103218,0.216415,1.29479,0.304774,0.736826,,,3.19987,0.644111,0.498348,464.6199951171875,3.04354,-1.60491,0.669586,"25756"
"Kenley Jansen","BOS",3,3,0,3.73687,62,0,28,2,61,253,50,28,25,7,23,1,3,73,10.6887,3.33472,3.20529,0.997308,0.28706,0.0895582,0.1975018009543419,0.221129,1.19386,0.293839,0.714867,,,3.41943,0.63311,0.410765,76.05000305175781,3.53616,1.27446,1.77287,"3096"
"Brusdar Graterol","LAD",3,3,0,3.3965,57,0,9,14,59,244,53,24,22,4,16,1,4,54,8.1846,2.4664,3.31843,0.655484,0.220308,0.0663891,0.15391871333122253,0.235411,1.16693,0.291767,0.710563,,,3.24535,0.623094,0.628942,431.4100036621094,2.56169,-0.28231,0.973064,"20367"
"Seranthony Domínguez","PHI",4,4,0,3.46837,62,0,13,12,61,255,50,25,23,6,26,1,3,70,10.3724,3.84175,2.69991,0.837816,0.273883,0.101441,0.17244132608175278,0.222591,1.2572,0.296708,0.74393,,,3.45051,0.622391,0.7045,244.19000244140625,2.28358,-0.831014,0.922332,"19249"
"Yusei Kikuchi","TOR",6,6,6,4.24161,33,18,0,1,104,448,95,54,49,16,45,1,5,110,9.50653,3.87289,2.45463,1.38261,0.246389,0.100377,0.146011620759964,0.239291,1.34255,0.291511,0.736405,,,4.42144,0.621966,0.626346,510.3500061035156,4.13053,0.0620242,0.550865,"20633"
"A.J. Puk","MIA",4,4,0,3.61973,68,0,6,13,71,297,61,31,28,7,26,2,4,78,9.89204,3.29105,3.00574,0.853763,0.262383,0.0872939,0.1750890463590622,0.229354,1.22964,0.298917,0.72251,,,3.41353,0.618566,0.49561,372.7799987792969,3.27702,-0.0798376,0.606179,"19343"
"Paul Sewald","SEA",4,3,0,3.48835,61,0,19,9,62,250,49,26,24,8,19,1,3,75,10.9123,2.79628,3.90245,1.17109,0.299679,0.0767926,0.22288672626018524,0.214046,1.10048,0.281045,0.7396,,,3.44748,0.617991,0.382489,168,1.17433,0.247112,1.23405,"13892"
"Tyler Wells","BAL",5,6,5,4.35226,43,14,0,1,102,426,98,54,49,16,29,1,4,87,7.64815,2.56373,2.98321,1.41199,0.203297,0.0681469,0.13514984399080276,0.248732,1.245,0.281502,0.701575,,,4.41218,0.615199,0.373141,538.5700073242188,2.40497,0.681032,0.419294,"20000"
"Dinelson Lamet","COL",2,3,1,4.29591,43,2,2,7,50,214,45,26,24,6,21,1,3,61,10.9684,3.68199,2.97895,1.08653,0.2856,0.0958727,0.18972717225551605,0.236063,1.30679,0.315416,0.692545,,,3.63796,0.614228,0.426563,672.7899780273438,2.66834,-1.62244,0.567928,"17186"
"Daniel Bard","COL",4,4,0,3.94188,61,0,25,4,62,268,56,29,27,6,28,1,4,69,10.0926,4.10866,2.45642,0.865783,0.259488,0.105636,0.15385130047798157,0.236324,1.35394,0.310573,0.719999,,,3.69272,0.613747,0.703411,126.02999877929688,2.98762,-0.244691,1.61607,"7115"
"Robert Suarez","SDP",4,3,0,3.34003,61,0,6,15,62,258,50,25,23,6,24,2,3,71,10.2758,3.46658,2.96426,0.803399,0.27583,0.0930519,0.1827777773141861,0.218152,1.19434,0.290498,0.739647,,,3.27998,0.613367,0.684293,446.7799987792969,1.63174,1.62808,0.762226,"30115"
"Sixto Sánchez","MIA",2,3,3,3.73995,26,4,0,1,46,192,43,21,19,4,13,1,2,42,8.24601,2.55644,3.22558,0.820691,0.21954,0.0680623,0.15147802233695984,0.244962,1.22619,0.299773,0.70504,,,3.44733,0.612088,0.441922,570.6699829101562,2.37157,-0.357623,0.810911,"19680"
"Craig Kimbrel","PHI",4,4,0,3.81711,59,0,14,7,58,245,47,27,25,6,26,1,3,71,10.9926,4.03038,2.72744,0.961759,0.289437,0.10612,0.18331637233495712,0.219695,1.26479,0.297067,0.720766,,,3.56267,0.608541,0.33482,296.510009765625,2.91178,0.935916,1.00766,"6655"
"Daniel Lynch","KCR",5,8,5,4.72107,22,19,0,0,100,437,105,57,52,14,38,1,4,85,7.66029,3.43288,2.23145,1.25694,0.194696,0.0872507,0.10744483023881912,0.266093,1.43289,0.307972,0.697216,,,4.48635,0.607502,0.344033,619.72998046875,4.841,-1.07807,0.874449,"21537"
"Andrew Chafin","ARI",3,3,0,3.39325,61,0,6,15,58,240,51,24,22,5,19,1,2,60,9.40728,2.9792,3.15765,0.774419,0.251896,0.0797731,0.1721228063106537,0.232532,1.20968,0.299397,0.734352,,,3.25319,0.60669,0.654434,531.2899780273438,0.984954,1.34036,0.898986,"12988"
"Clay Holmes","NYY",5,3,0,3.23193,60,0,25,3,62,259,52,24,22,4,24,1,5,64,9.40288,3.44919,2.72612,0.619474,0.249021,0.0913464,0.15767458081245422,0.224153,1.22109,0.293043,0.738633,,,3.29061,0.605632,0.790866,97.5199966430664,1.39145,-0.984581,1.6035,"13649"
"Adam Ottavino","NYM",5,3,0,3.48683,67,0,2,18,65,272,55,27,25,6,26,1,4,75,10.4705,3.61917,2.89307,0.870381,0.27677,0.0956666,0.1811031624674797,0.225595,1.24694,0.301082,0.742951,,,3.4188,0.601029,0.633317,655.5999755859375,1.48103,0.428762,0.52391,"1247"
"Brock Burke","TEX",4,4,0,3.30792,59,0,2,13,68,282,59,27,25,8,23,2,3,73,9.70001,2.97955,3.25553,0.997601,0.260155,0.0799115,0.18024300038814545,0.230444,1.19947,0.293654,0.766037,,,3.52115,0.59868,0.736017,532.5700073242188,2.82445,1.43592,0.715136,"17968"
"Joe Mantiply","ARI",3,4,0,3.56113,63,0,7,16,59,246,58,25,23,5,15,1,2,57,8.69838,2.35366,3.69568,0.781811,0.231106,0.062534,0.1685718595981598,0.252694,1.24228,0.316102,0.724741,,,3.21107,0.593762,0.604912,567.1699829101562,2.93629,-1.23428,0.880479,"14857"
"Cody Morris","CLE",4,4,3,3.61651,45,7,0,3,67,279,57,29,27,8,25,1,2,74,9.97612,3.4193,2.91759,1.10162,0.266282,0.0912679,0.17501425743103027,0.225903,1.22623,0.287783,0.74839,,,3.73599,0.593384,0.792316,452.3999938964844,2.98539,-1.66914,0.540609,"25388"
"Sam Hentges","CLE",3,3,0,3.54046,56,1,1,10,63,263,55,27,25,6,23,1,2,70,9.95753,3.30874,3.00946,0.859564,0.264725,0.0879643,0.17676111310720444,0.231735,1.24238,0.302868,0.734923,,,3.35522,0.59173,0.523892,733.7000122070312,4.01983,-1.82861,0.674842,"18548"
"Jalen Beeks","TBR",3,3,0,3.33988,50,2,2,9,58,241,50,23,21,6,21,1,3,64,9.99874,3.2344,3.09138,0.960316,0.265945,0.0860281,0.17991726845502853,0.23062,1.22865,0.298859,0.764669,,,3.50214,0.588318,0.781862,720.4299926757812,2.48363,-0.466846,0.805791,"17192"
"Rafael Montero","HOU",4,3,0,3.61723,58,0,8,16,59,246,52,26,24,5,19,1,3,60,9.09404,2.948,3.08481,0.765089,0.242833,0.078719,0.16411437839269638,0.233894,1.21292,0.297544,0.709436,,,3.3239,0.588011,0.34461,354.1300048828125,1.68054,-1.26445,0.80771,"12760"
"Mitch White","TOR",3,4,1,4.35106,36,9,0,2,76,324,76,40,37,10,25,1,3,63,7.44825,3.01715,2.46864,1.14596,0.193717,0.0784712,0.11524590849876404,0.256676,1.33663,0.296646,0.700243,,,4.22473,0.585894,0.22305,743.0800170898438,3.0769,-1.24386,0.263602,"19225"
"Johan Oviedo","PIT",4,6,3,4.46986,28,13,0,1,78,341,75,42,39,9,35,1,5,70,8.01499,4.04498,1.98147,1.06413,0.203595,0.102749,0.1008450835943222,0.249495,1.41351,0.296234,0.700069,,,4.39868,0.584192,0.461124,599.6799926757812,2.39336,-2.98502,0.384352,"22487"
"Gavin Stone","LAD",2,2,2,3.81065,16,5,0,1,40,168,36,19,17,5,13,1,1,42,9.37411,2.91602,3.21469,1.01525,0.250316,0.0778664,0.1724499836564064,0.237189,1.22573,0.298004,0.7169,,,3.57359,0.583256,0.415708,999,1.4707,1.54853,0.792554,"sa3014810"
"Adbert Alzolay","CHC",3,4,1,3.90423,51,1,5,9,64,265,57,30,28,9,20,1,3,70,9.78407,2.74752,3.56105,1.20313,0.26264,0.0737536,0.18888689577579498,0.234092,1.19188,0.293353,0.716968,,,3.73139,0.577563,0.320918,440.0299987792969,2.42577,-0.405339,0.628149,"17859"
"Hunter Harvey","WSN",3,3,0,3.64353,55,0,6,13,56,235,51,25,23,6,19,1,2,60,9.63081,2.98148,3.23021,0.937209,0.255876,0.0792134,0.17666274309158325,0.237156,1.23401,0.303387,0.729604,,,3.45264,0.572581,0.435116,495.75,2.22382,-0.164619,0.81412,"15507"
"Héctor Neris","HOU",4,4,0,3.64765,64,0,4,17,63,261,52,28,26,7,22,1,4,75,10.6461,3.13757,3.3931,1.0025,0.285924,0.0842663,0.2016575038433075,0.222995,1.1809,0.29569,0.722335,,,3.40918,0.570894,0.342443,623,1.27907,-0.0582921,0.580177,"11804"
"Connor Brogdon","PHI",3,3,0,3.8168,57,0,1,10,57,235,51,26,24,7,18,1,2,59,9.38191,2.85387,3.28744,1.08036,0.251058,0.0763689,0.17468902468681335,0.236911,1.21744,0.295808,0.720875,,,3.64356,0.564891,0.384312,745.8599853515625,0.927621,1.03962,0.609713,"21205"
"Bryan Baker","BAL",3,3,0,3.66051,59,0,3,11,59,249,50,26,24,5,24,1,3,65,9.85286,3.65401,2.69645,0.768703,0.260395,0.0965696,0.1638258546590805,0.226521,1.25616,0.297227,0.716242,,,3.3866,0.560599,0.353894,631.5999755859375,2.34944,-1.68288,0.653421,"19804"
"Jimmy Herget","LAA",3,3,0,3.90691,61,0,8,12,65,274,61,31,28,7,21,2,3,61,8.46845,2.88866,2.93161,0.919405,0.223939,0.0763877,0.147551491856575,0.244148,1.25769,0.298741,0.704998,,,3.65368,0.548606,0.204444,390.8999938964844,2.48725,0.277953,0.751181,"17556"
"Marco Gonzales","SEA",10,11,12,4.38835,30,29,0,0,173,733,179,92,84,27,47,2,6,113,5.89227,2.45664,2.39851,1.42371,0.154261,0.0643156,0.08994577080011368,0.263072,1.30794,0.280904,0.716028,,,4.78911,0.547631,0.668973,523.3300170898438,6.14496,0.925104,1.42344,"15467"
"Scott Barlow","KCR",4,3,0,3.43064,69,0,21,7,70,292,61,29,27,8,24,1,3,76,9.70269,3.0919,3.1381,1.0385,0.259238,0.0826099,0.17662844061851501,0.231769,1.21845,0.294222,0.760826,,,3.60751,0.540453,0.690318,136.32000732421875,2.70691,0.791815,1.31609,"14993"
"Jonathan Loáisiga","NYY",4,3,0,3.46196,55,0,3,14,58,243,53,24,22,5,18,1,3,53,8.23879,2.83105,2.91015,0.788572,0.219206,0.0753246,0.1438814178109169,0.240137,1.23104,0.294607,0.733443,,,3.49943,0.52641,0.575105,553.27001953125,1.84739,-1.12315,0.761203,"19753"
"Mike Minor",,5,8,5,4.85909,17,17,0,0,98,423,102,58,53,17,32,1,4,81,7.40719,2.92128,2.5356,1.57941,0.190983,0.0753208,0.1156625747680664,0.26452,1.36759,0.294623,0.69591,,,4.8469,0.524674,0.168059,999,3.4455,-0.880094,0.821682,"10021"
"Stephen Strasburg","WSN",2,3,2,4.36784,8,8,0,0,42,178,40,22,20,6,14,0,2,38,8.11021,3.04624,2.66237,1.2922,0.212982,0.0799973,0.13298504054546356,0.246331,1.28631,0.286916,0.699156,,,4.32624,0.523039,0.412744,723.6799926757812,2.3504,-0.194502,0.681778,"10131"
"Shintaro Fujinami","OAK",6,9,8,4.38873,27,21,0,0,130,575,123,69,63,16,68,1,7,123,8.52654,4.71902,1.80685,1.07768,0.213778,0.118316,0.09546245634555817,0.246946,1.47532,0.298595,0.722868,,,4.51633,0.515836,0.417078,999,7.12394,-1.33497,1.50827,"31839"
"Matthew Liberatore","STL",3,3,3,4.40201,17,10,0,1,58,248,57,31,28,7,20,1,3,46,7.19937,3.13725,2.2948,1.15724,0.18685,0.0814229,0.10542658716440201,0.253253,1.3321,0.289316,0.694788,,,4.37705,0.509535,0.350688,627.6199951171875,2.3705,-0.737369,0.400651,"22294"
"Luis Cessa","CIN",5,7,4,4.62556,42,16,0,2,104,450,108,58,53,16,36,1,4,81,6.97546,3.13462,2.2253,1.3788,0.179098,0.080483,0.09861545264720917,0.263965,1.38832,0.294454,0.706806,,,4.71639,0.502792,0.718886,741.6699829101562,3.94481,0.510859,0.731839,"13345"
"Dylan Bundy",,5,7,5,4.92141,19,19,0,0,99,421,104,59,54,17,27,1,4,74,6.76462,2.42069,2.7945,1.55788,0.176559,0.0631809,0.1133783608675003,0.265482,1.31713,0.289428,0.672462,,,4.78615,0.500441,0.125682,748.6199951171875,4.00068,-0.293793,0.879028,"12917"
"José Leclerc","TEX",2,3,0,3.76387,56,0,19,6,56,237,46,25,23,6,26,1,3,64,10.3497,4.16462,2.48514,0.898494,0.270724,0.108937,0.16178695857524872,0.221715,1.28888,0.293298,0.726042,,,3.67511,0.494429,0.309131,175.52000427246094,1.67608,-0.730544,1.41331,"14524"
"Brandon Pfaadt","ARI",2,3,3,4.11062,9,7,0,0,45,188,43,22,21,7,11,0,2,43,8.5045,2.27532,3.73772,1.32717,0.227808,0.0609484,0.1668597012758255,0.246925,1.20257,0.291327,0.708868,,,4.04448,0.485901,0.58491,999,2.50712,1.27617,0.749245,"sa3014983"
"Ron Marinaccio","NYY",2,1,0,3.34328,49,0,2,8,51,213,39,21,19,5,23,1,3,63,11.1091,3.97966,2.79148,0.864858,0.29705,0.106413,0.1906367465853691,0.206394,1.19639,0.283209,0.746441,,,3.39642,0.483779,0.516656,730.2999877929688,1.71192,0.532347,0.883487,"23488"
"Adrian Houser","MIL",5,7,4,4.41029,33,13,0,2,91,396,90,48,44,10,39,2,5,65,6.4216,3.88503,1.65291,0.967741,0.163154,0.098707,0.0644465908408165,0.254429,1.42131,0.287463,0.699311,,,4.53409,0.481578,0.594646,728.5999755859375,3.02821,-0.105008,0.578048,"12718"
"Alex Lange","DET",3,4,0,3.60819,64,0,21,7,64,273,54,28,26,5,29,1,4,74,10.3432,4.03411,2.56393,0.740579,0.270726,0.10559,0.16513583064079285,0.224625,1.28866,0.302057,0.726816,,,3.39444,0.478668,0.375758,217.80999755859375,2.40166,-1.66284,1.40308,"19883"
"Vince Velasquez","PIT",4,7,3,4.72126,40,15,0,2,106,459,104,60,56,16,43,1,5,97,8.22096,3.6341,2.26217,1.39652,0.210635,0.0931118,0.1175231784582138,0.253495,1.38856,0.294585,0.698662,,,4.65826,0.468046,0.264177,701.47998046875,4.35055,-1.03655,0.89253,"11189"
"Tommy Kahnle","NYY",3,2,0,3.56299,56,0,2,13,53,219,45,23,21,6,17,1,2,59,10.0127,2.89671,3.45656,0.96027,0.269903,0.0780843,0.19181884080171585,0.228007,1.17837,0.295518,0.726979,,,3.37068,0.467635,0.412059,616.3300170898438,0.982554,-0.43315,0.812937,"11384"
"Kyle Finnegan","WSN",4,4,0,3.793,66,0,17,9,66,281,60,30,28,7,26,2,2,70,9.46571,3.55143,2.66532,0.993734,0.248438,0.0932114,0.15522682666778564,0.23744,1.29779,0.300099,0.73451,,,3.733,0.467205,0.457342,223.72999572753906,2.94137,-1.08021,1.16639,"15009"
"Bryce Elder","ATL",3,3,3,4.02288,19,7,0,1,52,223,50,25,23,6,20,1,3,44,7.62339,3.39497,2.24549,0.95773,0.197767,0.0880727,0.1096939891576767,0.247667,1.33189,0.292381,0.715216,,,4.08683,0.465284,0.631526,551.1699829101562,1.77692,0.345208,0.553654,"27779"
"Jordan Hicks","STL",3,3,0,3.68771,51,2,3,11,56,240,45,25,23,4,29,1,3,60,9.63243,4.62377,2.08324,0.603643,0.250528,0.120259,0.1302693635225296,0.216154,1.31346,0.285922,0.711801,,,3.56084,0.464059,0.456623,678.6799926757812,3.87934,-0.36766,0.638795,"19618"
"Tanner Scott","MIA",4,4,0,3.61893,65,0,5,15,63,274,51,28,25,5,36,1,4,80,11.3737,5.09462,2.23248,0.706846,0.29211,0.130845,0.16126498579978943,0.217749,1.37228,0.30831,0.740864,,,3.47719,0.461139,0.386708,556.1900024414062,3.65031,-1.10374,0.653214,"17586"
"Pierce Johnson","COL",3,3,0,4.20026,52,0,2,10,50,216,47,26,23,6,21,1,2,58,10.4408,3.79198,2.7534,1.11473,0.270567,0.0982665,0.17230017483234406,0.242995,1.35222,0.316862,0.716771,,,3.77266,0.46025,0.328403,715.9500122070312,2.5694,0.502003,0.442545,"13435"
"Adrian Morejon","SDP",5,3,2,4.04862,44,5,0,5,66,277,61,32,30,10,21,1,3,65,8.75876,2.86953,3.05233,1.29707,0.232882,0.0762965,0.15658535063266754,0.240854,1.23892,0.2871,0.723091,,,4.11611,0.459472,0.41706,595.5399780273438,3.35158,-0.685088,0.366382,"20039"
"Brooks Raley","NYM",2,2,0,3.70761,56,1,2,16,55,231,48,25,23,6,19,1,3,62,10.0092,3.11181,3.21651,0.965869,0.266599,0.0828846,0.1837146207690239,0.230336,1.21363,0.298442,0.720203,,,3.49431,0.451256,0.353899,744.27001953125,2.3527,-0.361199,0.732356,"10061"
"Yonny Chirinos","TBR",4,3,1,4.07756,25,8,0,1,62,259,61,30,28,8,16,1,3,49,7.07261,2.34598,3.01478,1.1557,0.18787,0.0623163,0.1255534626543522,0.252846,1.24206,0.287477,0.70565,,,4.11469,0.443674,0.591045,590.7000122070312,2.37695,-0.105206,0.541177,"16401"
"Ryan Feltner","COL",4,7,4,5.475,24,16,0,0,89,389,95,59,54,15,33,1,4,74,7.51657,3.34982,2.24387,1.52366,0.19037,0.0848398,0.10552996397018433,0.269276,1.44087,0.303412,0.647617,,,4.89828,0.443363,0.260573,750.5399780273438,2.4037,0.647409,1.20236,"21446"
"Jake Cousins","MIL",3,2,0,3.63002,54,0,0,9,55,229,44,24,22,6,24,1,3,66,10.8612,4.03799,2.68976,0.927687,0.286786,0.106621,0.1801646128296852,0.216689,1.2509,0.292246,0.734228,,,3.55622,0.425743,0.458948,749.3300170898438,0.97303,1.07999,0.651035,"21620"
"Dane Dunning","TEX",3,4,3,4.18963,31,8,0,1,66,284,64,33,31,8,24,1,4,60,8.14764,3.33583,2.44246,1.07214,0.210398,0.0861416,0.12425608932971954,0.252109,1.34822,0.300875,0.712879,,,4.1261,0.425291,0.407642,670.510009765625,2.28318,-0.780855,0.330665,"19409"
"Alexis Díaz","CIN",4,4,0,3.67037,64,0,21,5,65,274,50,29,27,8,31,2,4,83,11.4307,4.27797,2.67199,1.15286,0.301428,0.11281,0.18861787021160126,0.209896,1.24846,0.282262,0.753119,,,3.82791,0.424085,0.666048,126.4800033569336,2.91053,0.220892,1.31972,"21132"
"Liam Hendriks","CHW",2,1,0,2.94146,23,0,8,0,23,90,17,8,7,3,5,0,1,32,12.6641,2.15386,5.87969,1.09828,0.357687,0.0608343,0.29685284197330475,0.2078,1.00001,0.299624,0.777602,,,2.70432,0.424022,0.389914,491.3500061035156,2.38446,-0.455747,1.28461,"3548"
"Dylan Floro","MIA",3,3,0,3.59541,60,0,16,9,59,246,57,25,23,5,18,1,2,51,7.817,2.77862,2.81327,0.785624,0.206533,0.0734138,0.13311904668807983,0.2499,1.27489,0.301982,0.729309,,,3.52788,0.411533,0.493688,276.4100036621094,2.47317,-0.466703,1.21789,"13394"
"José Quijada","LAA",2,4,0,4.04927,52,0,1,11,51,216,41,25,23,6,25,1,2,63,11.2402,4.43527,2.53429,1.09799,0.29357,0.115839,0.177730493247509,0.218821,1.30514,0.294836,0.719448,,,3.82629,0.409627,0.0896568,743.27001953125,2.43034,-0.514416,0.6062,"19200"
"Garrett Cleavinger","TBR",2,2,0,3.38148,52,0,1,9,53,222,40,22,20,6,26,1,3,71,12.0027,4.43646,2.70546,1.00777,0.317177,0.117236,0.19994129985570908,0.207197,1.25085,0.291973,0.770011,,,3.54118,0.407542,0.51813,664.5399780273438,1.98509,-0.818148,0.76753,"17897"
"Chase Silseth","LAA",3,4,3,4.38538,11,10,0,0,55,234,52,29,27,8,20,0,3,51,8.35699,3.32619,2.51248,1.35039,0.21798,0.0867587,0.13122107833623886,0.246183,1.31548,0.287971,0.710901,,,4.45854,0.404792,0.427168,642.52001953125,1.41465,-3.85341,0.418042,"30074"
