Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Alex Verdugo","BOS",143,604,549,153,107,32,3,11,71,64,46,3,82,4,5,0,14,4,1,0.279132,0.0761848,0.135321,0.562993,0.336638,0.409908,0.325527,0.746546,0.130776,3.92452,0.308429,,-0.356396,76.5993,7.56848,107.118,-0.356396,-1.13,4.478895932435989,-7.742962718009949,1.67615,201.60000610351562,,,,"17027"
"Chas McCormick","HOU",110,420,373,88,57,16,2,14,52,47,41,1,115,4,3,0,7,6,2,0.236662,0.097261,0.273098,0.356139,0.315796,0.397556,0.313701,0.713352,0.160894,4.63669,0.301875,,0.0685455,49.3899,1.32074,104.993,0.0685455,0.12,2.4304250851273537,-0.30444834381341934,1.62904,415.7300109863281,,,,"19599"
"Max Stassi","LAA",79,299,265,55,36,10,0,9,32,30,28,0,90,4,2,1,6,0,0,0.207621,0.0934358,0.301714,0.309683,0.290968,0.350518,0.286304,0.641487,0.142898,2.08555,0.274441,,-0.271181,28.6058,-5.56517,83.2364,-0.271181,5.6,-5.9084393084049225,11.70061731338501,1.60751,553.2999877929688,,,,"10059"
"Esteury Ruiz","OAK",112,408,356,81,54,18,2,6,45,22,27,1,98,7,2,16,5,22,2,0.226479,0.0649868,0.240145,0.270615,0.29077,0.34132,0.280297,0.63209,0.114841,6.9032,0.292504,,3.28191,37.1011,-9.54347,86.0449,3.28191,5.91,-3.123986005783081,5.409851968288422,1.60416,223.10000610351562,,,,"21780"
"Brandon Drury","LAA",123,492,448,106,65,22,1,18,58,58,35,0,119,5,3,0,9,2,1,0.237488,0.0721345,0.241166,0.299107,0.299123,0.415057,0.311582,0.714179,0.177568,3.20513,0.280337,,-0.318292,56.953,0.7174,101.082,-0.318292,-0.45,0.28046897053718567,-0.7369641363620758,1.59672,202.13999938964844,,,,"11615"
"TJ Friedl","CIN",112,475,423,105,66,21,3,16,59,54,39,1,89,9,3,2,8,10,3,0.249201,0.081437,0.187359,0.434657,0.323674,0.422638,0.326461,0.746312,0.173437,5.39803,0.279035,,0.469827,60.6529,6.31063,103.505,0.469827,1.84,2.4049275517463684,-3.2223960161209106,1.59302,347.8399963378906,,,,"19522"
"Joey Wendle","MIA",118,469,432,110,79,22,3,6,52,44,26,1,80,8,3,1,10,12,4,0.254561,0.0562301,0.17045,0.329892,0.307088,0.361174,0.29439,0.668261,0.106613,5.59012,0.298376,,0.483051,47.9416,-5.72556,90.9264,0.483051,-0.62,-4.464718610048294,3.835867762565613,1.59197,345.3699951171875,,,,"13853"
"Jose Siri","TBR",119,445,413,88,55,18,3,12,50,44,25,0,152,4,3,1,5,15,3,0.21397,0.0571703,0.342298,0.167019,0.26423,0.359119,0.273049,0.623349,0.145149,6.5716,0.304203,,1.40268,37.947,-12.9853,80.7706,1.40268,7.33,-8.235715866088867,9.17145037651062,1.5878,319.6499938964844,,,,"17452"
"Garrett Mitchell","MIL",109,398,358,81,55,16,2,8,46,34,33,1,123,4,2,1,7,11,2,0.226874,0.0840003,0.309922,0.271037,0.298717,0.353297,0.289064,0.652014,0.126423,5.86783,0.320044,,0.92893,38.986,-6.54198,84.491,0.92893,6.14,-6.245458781719208,7.8230708837509155,1.57218,289.8900146484375,,,,"27555"
"Joc Pederson","SFG",127,490,430,103,59,22,2,21,61,64,47,2,111,9,4,0,8,3,1,0.240347,0.0965361,0.22747,0.424391,0.325144,0.443519,0.333579,0.768663,0.203171,3.79671,0.27406,,-0.268084,65.2756,9.27301,117.096,-0.268084,-0.95,9.460139453411102,-11.078090846538544,1.56026,252.6199951171875,,,,"11899"
"Manny Piña","OAK",64,227,203,45,29,9,0,7,21,26,17,1,51,3,2,1,4,1,0,0.219519,0.0765558,0.22328,0.342868,0.28999,0.367998,0.290049,0.657987,0.148478,2.14751,0.255654,,-0.194486,22.426,-3.55548,92.9296,-0.194486,5.22,-2.0023030042648315,9.611820697784424,1.55882,737.4600219726562,,,,"2829"
"Travis d'Arnaud","ATL",96,384,350,88,59,16,1,12,44,45,25,0,81,4,3,0,8,1,0,0.251936,0.0644005,0.212143,0.303571,0.307173,0.407192,0.311923,0.714365,0.155256,2.60523,0.293596,,-0.340166,44.5284,0.663365,98.1542,-0.340166,5.15,-1.1628215312957764,3.009146213531494,1.54902,223.19000244140625,,,,"7739"
"Luis Rengifo","LAA",113,456,419,105,72,19,2,12,54,46,26,1,80,5,4,2,9,10,3,0.249301,0.0581199,0.175512,0.331146,0.298776,0.38862,0.299874,0.687396,0.139319,5.24484,0.280496,,0.419686,48.5412,-3.5743,92.8165,0.419686,-0.9,-3.2645604610443115,3.3935195207595825,1.5377,306.4800109863281,,,,"19858"
"Max Kepler","MIN",124,505,442,106,65,23,2,16,61,56,53,2,87,6,4,0,8,5,1,0.240636,0.104765,0.171762,0.609943,0.327779,0.412791,0.324484,0.74057,0.172155,4.31018,0.262949,,-0.0192033,63.6701,5.91403,113.427,-0.0192033,-3.38,7.6127118188887835,-9.101898193359375,1.53276,365.42999267578125,,,,"12144"
"Alek Thomas","ARI",88,346,317,84,58,18,3,5,40,34,24,1,65,3,2,0,8,6,2,0.265768,0.0686437,0.187156,0.366773,0.320825,0.38641,0.310144,0.707235,0.120642,5.81009,0.319273,,0.3274,39.6428,0.10931,97.5921,0.3274,2.42,-0.6398237943649292,3.58220899105072,1.53029,412.8999938964844,,,,"23792"
"Jon Berti","MIA",89,353,310,77,57,14,2,5,46,26,35,0,78,5,2,1,7,22,5,0.249603,0.0988385,0.221067,0.447097,0.332957,0.352883,0.307528,0.685839,0.10328,6.74048,0.317608,,1.88993,39.7477,-0.621957,99.9101,1.88993,0.32,1.8530415669083595,0.8307773470878601,1.52897,299.57000732421875,,,,"12037"
"Nick Fortes","MIA",76,283,256,63,41,12,1,9,32,33,20,1,51,4,2,0,5,3,1,0.244489,0.0709,0.182004,0.389552,0.307986,0.401483,0.310289,0.709469,0.156994,4.11447,0.272603,,-0.0358805,32.4273,0.121988,101.798,-0.0358805,0,0.5543043576180935,4.4581170082092285,1.52433,334.3500061035156,,,,"21538"
"Logan O'Hoppe","LAA",88,326,294,69,46,13,1,9,36,34,26,2,66,3,2,0,6,3,1,0.235588,0.0805142,0.203554,0.395543,0.303615,0.378534,0.29909,0.682148,0.142945,3.8065,0.273124,,-0.0293858,34.4977,-2.75823,92.2626,-0.0293858,0.07,-2.86621805280447,6.8310340121388435,1.50587,258.5199890136719,,,,"24729"
"Gio Urshela","LAA",107,424,389,102,70,19,1,12,48,48,29,1,81,3,3,0,9,1,0,0.26101,0.0682628,0.192091,0.355366,0.3145,0.405718,0.314219,0.720218,0.144708,2.22805,0.300302,,-0.396848,50.0047,1.50729,102.944,-0.396848,0.01,1.0081311762332916,-0.27702554129064083,1.49511,397.4800109863281,,,,"10681"
"Brandon Marsh","PHI",125,481,434,104,69,21,3,10,57,45,39,2,151,4,3,1,7,11,3,0.238532,0.0813925,0.314126,0.259108,0.305029,0.371907,0.297382,0.676935,0.133375,5.8308,0.338686,,0.750518,50.2529,-4.72237,89.208,0.750518,1.31,-5.2777358293533325,3.2322992086410522,1.48364,294.4800109863281,,,,"20202"
"Austin Meadows","DET",113,483,425,103,62,22,3,16,56,55,48,2,87,6,4,0,6,4,1,0.242505,0.0984681,0.179607,0.548243,0.324496,0.420911,0.325128,0.745408,0.178407,4.34412,0.267597,,-0.0996152,61.0785,5.89727,113.725,-0.0996152,-1.19,7.353404924273491,-8.626995086669922,1.48009,269.42999267578125,,,,"15672"
"Victor Caratini","MIL",74,255,226,52,36,10,0,6,27,26,23,1,56,4,1,0,6,0,0,0.231376,0.0915353,0.217499,0.420853,0.313277,0.362603,0.299277,0.67588,0.131227,2.11246,0.277368,,-0.251055,27.0798,-2.12413,91.4745,-0.251055,3.15,-2.78083997964859,8.234535694122314,1.47485,646.239990234375,,,,"14968"
"Bryan De La Cruz","MIA",122,473,435,112,74,24,2,13,53,55,31,1,113,3,3,0,8,5,2,0.257564,0.0649379,0.23976,0.270845,0.30832,0.408172,0.311675,0.716492,0.150608,4.13731,0.31805,,-0.145754,54.7809,0.724574,102.746,-0.145754,0.49,1.3622531294822693,-3.3809473514556885,1.45806,238.02000427246094,,,,"19600"
"Joey Gallo","MIN",125,493,415,79,38,15,1,25,63,65,70,2,181,5,2,0,5,3,1,0.190232,0.142591,0.366687,0.388863,0.313901,0.410053,0.318596,0.723954,0.219821,3.80627,0.256513,,-0.218691,59.8475,3.46682,109.271,-0.218691,-0.1,4.925106778740883,-6.7526169791817665,1.45702,386.760009765625,,,,"14128"
"Elvis Andrus","CHW",126,498,455,114,81,22,1,11,57,49,30,0,79,4,3,1,11,11,5,0.250597,0.0608175,0.158273,0.384257,0.301123,0.372741,0.296427,0.673864,0.122144,4.55696,0.280296,,-0.0324687,51.6442,-5.26604,91.6499,-0.0324687,0.47,-4.709039602428675,2.6212174594402313,1.44517,337.4100036621094,,,,"8709"
"Joey Bart","SFG",114,405,368,80,51,15,1,12,43,43,29,0,136,6,2,1,7,2,1,0.216412,0.0704796,0.336485,0.209458,0.28285,0.363716,0.285707,0.646566,0.147304,3.65737,0.305728,,-0.253735,38.5983,-7.73902,84.3627,-0.253735,-1.27,-7.6160993576049805,7.551990985870361,1.42481,343.7900085449219,,,,"21524"
"Whit Merrifield","TOR",126,513,474,123,87,24,3,8,63,49,32,0,85,3,4,1,9,18,5,0.259463,0.0625316,0.165269,0.378362,0.308135,0.375762,0.30026,0.683896,0.116299,6.08692,0.298124,,1.17535,54.8438,-3.86956,95.5698,1.17535,1.93,-1.3844444751739502,-1.5787686109542847,1.40599,193.4600067138672,,,,"11281"
"Lane Thomas","WSN",123,500,451,106,65,24,2,15,60,52,42,0,123,4,3,0,8,9,3,0.235965,0.084448,0.246921,0.342004,0.305533,0.401878,0.310189,0.707412,0.165913,4.97463,0.2892,,0.345776,57.3523,0.175907,97.9184,0.345776,1.44,-0.863542914390564,-2.651303768157959,1.39736,285.5899963378906,,,,"16939"
"Christopher Morel","CHC",107,430,386,89,54,18,3,14,53,44,34,1,129,3,2,5,6,11,3,0.229672,0.078822,0.299838,0.262882,0.295859,0.399024,0.30377,0.694883,0.169352,5.936,0.30411,,0.563346,47.1492,-2.04238,95.3712,0.563346,-0.76,-1.7502375841140747,0.5770667791366577,1.39655,274.489990234375,,,,"21897"
"Brian Anderson","MIL",98,404,355,86,55,17,1,13,48,45,38,1,100,8,2,0,8,2,1,0.241823,0.0942803,0.247157,0.38146,0.326934,0.405015,0.322151,0.731948,0.163192,3.62668,0.29832,,-0.314484,50.2332,3.98579,107.115,-0.314484,-1.33,3.0288988649845123,-3.4983421564102173,1.37948,445.6000061035156,,,,"18289"
"Garrett Cooper","MIA",117,479,423,110,75,21,1,12,55,53,45,1,116,8,3,0,11,1,0,0.259049,0.0943856,0.241618,0.390639,0.339282,0.398767,0.32605,0.738049,0.139719,2.56421,0.327639,,-0.488143,61.0034,6.20712,112.575,-0.488143,-0.32,6.513131618499756,-9.596915543079376,1.36909,421.04998779296875,,,,"15279"
"Austin Slater","SFG",77,273,237,61,43,11,2,6,36,24,30,1,70,4,1,1,6,10,3,0.258659,0.109004,0.255746,0.426219,0.350463,0.39241,0.329817,0.742873,0.133751,6.14713,0.341596,,0.51279,35.5251,4.3476,114.524,0.51279,-0.3,5.113816261291504,-1.2961995005607605,1.36403,657.9500122070312,,,,"16153"
"Josh Naylor","CLE",130,526,474,123,79,24,1,19,63,70,42,3,81,6,4,0,13,3,1,0.258659,0.0804783,0.153589,0.523984,0.324818,0.430375,0.327543,0.755192,0.171715,3.25529,0.275166,,-0.364677,67.6094,7.43999,114.026,-0.364677,-0.31,7.940354764461517,-11.738851130008698,1.36087,215.3800048828125,,,,"18839"
"Carson Kelly","ARI",91,337,300,68,45,14,1,8,34,37,31,0,72,4,2,0,6,1,0,0.225431,0.0911417,0.212418,0.429068,0.303427,0.357812,0.293848,0.661239,0.132381,2.5338,0.267634,,-0.308488,34.3173,-4.26106,86.4495,-0.308488,0,-5.620067238807678,7.050694465637207,1.34205,416.1000061035156,,,,"13620"
"Mitch Garver","TEX",86,344,301,66,37,15,0,14,40,42,36,0,99,4,2,0,5,2,1,0.219939,0.104933,0.286813,0.365858,0.309329,0.412676,0.316838,0.722005,0.192736,3.10882,0.273115,,-0.232623,41.245,1.93685,106.577,-0.232623,1.03,2.3116079717874527,-0.5112791061401367,1.33863,389.3699951171875,,,,"15161"
"Nick Senzel","CIN",106,418,377,98,67,21,2,8,49,42,32,0,77,4,3,1,8,9,3,0.26035,0.0756663,0.184902,0.409223,0.321746,0.390142,0.313051,0.711888,0.129793,5.02769,0.306119,,0.26386,48.9521,1.09881,94.3354,0.26386,-0.51,-2.4903817176818848,1.1285030841827393,1.33539,509.19000244140625,,,,"19293"
"Gary Sanchez",,78,300,265,55,30,11,0,13,34,39,28,0,92,4,2,0,4,1,0,0.20683,0.0941684,0.306004,0.307736,0.291936,0.399492,0.303638,0.691428,0.192662,2.07898,0.256962,,-0.24594,32.8776,-1.4569,96.0071,-0.24594,1.6,-1.616993710398674,4.478532671928406,1.33289,412.2200012207031,,,,"11442"
"Austin Nola","SDP",90,340,304,74,54,14,1,5,36,32,27,0,55,5,2,1,7,1,1,0.242357,0.080254,0.163099,0.492056,0.31257,0.345601,0.293654,0.658171,0.103244,3.01584,0.278302,,-0.305132,34.4829,-4.34039,91.861,-0.305132,-2.15,-3.515734076499939,4.784336566925049,1.3326,416,,,,"15941"
"Dylan Moore","SEA",86,302,262,54,32,11,1,10,40,27,30,1,86,7,2,1,2,19,5,0.207445,0.0995589,0.285204,0.349079,0.303522,0.374466,0.300428,0.677988,0.167021,6.76037,0.263429,,1.30467,32.2497,-2.23237,99.8405,1.30467,0.51,1.2505362443625927,1.7675620317459106,1.32534,450.3999938964844,,,,"18042"
"Aledmys Díaz","OAK",102,404,370,90,59,20,1,10,40,45,24,0,70,5,3,2,8,2,1,0.242394,0.0585409,0.174481,0.335515,0.295129,0.385432,0.297828,0.680561,0.143039,3.23453,0.271944,,-0.246203,42.3746,-3.8255,98.4212,-0.246203,0.54,-0.9640197604894638,0.6919399201869965,1.32259,418.7900085449219,,,,"15937"
"Justin Turner","BOS",121,509,451,117,77,24,0,16,60,60,44,1,89,9,4,1,9,2,1,0.260072,0.0870112,0.174812,0.497741,0.335056,0.420783,0.331164,0.755839,0.160711,2.49566,0.289578,,-0.511671,66.8815,8.66317,111.097,-0.511671,0.05,5.84641432762146,-9.570989798754454,1.31157,243.0500030517578,,,,"5235"
"Alex Kirilloff","MIN",105,423,388,103,67,21,2,13,50,50,27,1,92,5,3,0,9,3,1,0.26425,0.0643539,0.218241,0.294876,0.317761,0.428867,0.323867,0.746627,0.164617,3.8552,0.313054,,-0.20468,53.1266,4.74658,112.992,-0.20468,1,5.980903595685959,-7.1313276290893555,1.29412,320.94000244140625,,,,"20325"
"Andrew McCutchen","PIT",119,502,437,106,66,24,2,15,61,56,56,0,113,4,4,0,8,7,2,0.242746,0.110733,0.226051,0.489859,0.331111,0.40783,0.325193,0.738941,0.165084,4.53008,0.292315,,0.135106,63.5041,6.15466,109.159,0.135106,-2.75,5.472373723983765,-10.034749984741211,1.29272,340.8299865722656,,,,"9847"
"Adolis García","TEX",144,611,562,130,75,27,3,25,75,73,37,1,181,6,4,1,7,16,5,0.23031,0.0606655,0.29584,0.205062,0.283087,0.421101,0.30431,0.704188,0.190792,5.56672,0.289422,,0.817985,67.1777,-2.63643,97.7328,0.817985,1.44,-0.7396969795227051,-6.538724422454834,1.27756,60.380001068115234,,,,"19287"
"Oswald Peraza","NYY",82,315,290,71,49,14,1,8,37,30,19,0,74,4,2,1,5,10,2,0.24585,0.0588888,0.234592,0.251026,0.299019,0.379833,0.297938,0.678852,0.133983,5.56464,0.302662,,0.810199,33.0575,-2.95429,94.0679,0.810199,0.29,-1.2921037673950195,3.381822854280472,1.27261,293.2900085449219,,,,"22823"
"J.D. Davis","SFG",106,409,358,89,56,17,1,14,50,47,43,1,119,6,2,0,8,1,1,0.247148,0.104159,0.289916,0.359273,0.334511,0.417244,0.330141,0.751755,0.170096,3.16217,0.327627,,-0.355286,53.4517,6.63384,114.745,-0.355286,-0.35,6.65910941362381,-8.333858579397202,1.27055,412.6300048828125,,,,"16219"
"Nick Gordon","MIN",105,402,369,93,59,21,2,10,48,42,24,1,96,5,3,1,7,9,3,0.251768,0.0592085,0.238198,0.248569,0.303586,0.404795,0.308089,0.708381,0.153027,5.35697,0.310644,,0.465906,45.4104,-0.528962,101.852,0.465906,0.88,1.3033533990383148,-2.0278671979904175,1.26746,288.8299865722656,,,,"16337"
"Avisaíl García","MIA",124,508,465,118,78,22,2,16,59,62,32,2,133,8,3,0,11,6,2,0.254778,0.0625564,0.261447,0.23927,0.310949,0.415222,0.316048,0.726171,0.160444,4.18261,0.319652,,0.00874748,60.6047,2.54229,105.736,0.00874748,-2.17,3.3925336813554168,-8.461686611175537,1.26154,329.8399963378906,,,,"5760"
"Yan Gomes","CHC",78,292,269,67,46,13,1,7,29,32,14,1,55,3,2,1,5,1,1,0.248598,0.0492239,0.189182,0.260194,0.293151,0.38211,0.294847,0.67526,0.133512,2.98855,0.286613,,-0.21767,29.942,-3.45723,89.2699,-0.21767,0,-3.8590338826179504,6.012731552124023,1.25797,479.29998779296875,,,,"9627"
"Jorge Mateo","BAL",96,356,331,76,50,15,3,8,44,31,18,0,98,3,2,1,3,19,4,0.2298,0.0506782,0.274307,0.18475,0.274723,0.367891,0.280502,0.642614,0.138091,7.65393,0.299203,,1.94534,32.4202,-8.26645,81.2188,1.94534,2.13,-5.5747010707855225,6.220285892486572,1.2577,238.94000244140625,,,,"17273"
"Drew Waters","KCR",96,370,339,79,51,18,2,8,41,35,26,0,117,3,2,0,6,8,2,0.232485,0.0706872,0.315658,0.223936,0.291972,0.367276,0.290083,0.659248,0.134791,5.48033,0.32913,,0.479091,36.4906,-5.77371,84.4501,0.479091,4.87,-5.98856595158577,6.1665589809417725,1.25474,487.2699890136719,,,,"20505"
"Jeimer Candelario","WSN",126,516,464,111,70,25,2,14,55,55,42,1,117,6,3,0,9,1,0,0.238274,0.0808443,0.227451,0.355436,0.307426,0.389294,0.305682,0.696719,0.15102,2.72389,0.288043,,-0.429022,57.3113,-1.66519,94.8368,-0.429022,-0.56,-3.52304470539093,-1.89331716299057,1.25332,398.3299865722656,,,,"13621"
"Jace Peterson","OAK",107,403,354,79,52,17,2,8,43,35,40,1,105,3,2,4,6,10,2,0.22387,0.097988,0.259422,0.377717,0.305836,0.355423,0.293165,0.661259,0.131553,5.38497,0.29096,,0.617182,40.8092,-5.31336,95.1291,0.617182,-0.81,-1.5937144756317139,0.5206201672554016,1.23622,484.75,,,,"12325"
"Austin Hays","BAL",133,547,503,124,81,25,2,16,61,61,32,0,110,7,4,1,10,5,2,0.247383,0.058218,0.201652,0.288705,0.299896,0.399766,0.305845,0.699662,0.152382,4.22276,0.285912,,-0.181707,60.8694,-1.69549,99.1104,-0.181707,0.95,-0.7294272780418396,-5.02089911699295,1.226,282.67999267578125,,,,"19363"
"Kevin Kiermaier","TOR",99,379,345,82,56,17,3,6,45,34,27,1,92,4,2,0,8,10,2,0.237379,0.0725091,0.242413,0.299114,0.299826,0.357554,0.290338,0.65738,0.120175,6.17067,0.303572,,0.761598,37.5113,-5.84628,88.5652,0.761598,2.17,-4.117462873458862,3.703302502632141,1.22454,535.0599975585938,,,,"11038"
"Hunter Renfroe","LAA",131,542,491,114,62,23,1,28,67,73,43,1,139,4,4,1,8,2,1,0.231527,0.0788612,0.257021,0.306828,0.295812,0.450731,0.322251,0.746543,0.219204,2.89828,0.26283,,-0.336115,67.3272,5.38187,108.614,-0.336115,-4.6,4.915070414543152,-10.6737961769104,1.20699,146.6199951171875,,,,"15464"
"Seth Brown","OAK",129,504,456,103,57,22,2,21,58,67,41,2,137,3,4,1,6,7,2,0.226814,0.0813361,0.271847,0.299198,0.29328,0.426257,0.310913,0.719537,0.199443,4.82028,0.272721,,0.306145,58.155,0.46763,107.659,0.306145,-0.3,4.654152065515518,-9.48782616853714,1.17959,218.02000427246094,,,,"18171"
"Jonathan Schoop","DET",128,528,492,118,80,22,2,14,53,57,25,0,107,7,4,1,11,2,1,0.239625,0.0479381,0.201922,0.23741,0.284072,0.379093,0.28983,0.663164,0.139467,3.21355,0.276208,,-0.342499,52.0634,-8.36091,88.8045,-0.342499,-0.24,-6.999832391738892,1.3501930385828018,1.17396,431.29998779296875,,,,"11265"
"Spencer Steer","CIN",111,445,400,96,61,21,1,13,48,50,34,1,98,6,3,1,7,3,1,0.238732,0.0772027,0.221275,0.348899,0.306708,0.393574,0.306744,0.700282,0.154842,3.65158,0.282914,,-0.221149,49.8029,-1.06073,90.0231,-0.221149,1.26,-5.377320885658264,1.496367409825325,1.16389,394.55999755859375,,,,"26323"
"David Villar","SFG",98,388,346,79,49,17,1,12,42,44,32,0,115,7,3,0,6,1,0,0.227714,0.0827689,0.297707,0.278022,0.303374,0.384682,0.303624,0.688056,0.156969,3.03298,0.30237,,-0.2957,42.4382,-1.88529,96.6138,-0.2957,-1.2,-1.8207126557826996,-0.15859270095825195,1.16151,451.5199890136719,,,,"24782"
"Kevin Newman","CIN",106,422,392,102,75,19,2,6,44,40,21,0,53,3,3,2,9,6,2,0.261223,0.0505217,0.125977,0.401039,0.302253,0.3638,0.292762,0.666053,0.102577,4.27277,0.287738,,-0.0316909,42.5266,-5.68929,80.4625,-0.0316909,1.75,-9.603236477822065,6.4477033615112305,1.15826,470.2699890136719,,,,"17696"
"Christian Bethancourt","TBR",82,298,278,66,42,13,1,9,31,36,15,0,76,2,2,0,6,3,1,0.235277,0.0506812,0.255711,0.198197,0.276838,0.389834,0.290084,0.666672,0.154557,3.82636,0.287592,,-0.0632944,29.3809,-4.64839,92.7969,-0.0632944,-2.03,-2.4755081981420517,4.006641149520874,1.15598,314.4800109863281,,,,"10028"
"Tom Murphy","SEA",70,252,225,45,26,9,0,9,26,29,23,0,83,2,1,0,3,1,0,0.200336,0.091672,0.330643,0.277253,0.279875,0.370647,0.286901,0.650522,0.170311,2.75004,0.266993,,-0.175435,24.2752,-4.57967,90.2914,-0.175435,2,-2.9323448687791824,5.739797115325928,1.13866,651.1900024414062,,,,"13499"
"Josh Jung","TEX",120,491,452,107,68,22,1,16,53,57,30,1,137,6,3,1,8,3,1,0.237388,0.0606346,0.279644,0.216828,0.291415,0.400246,0.300908,0.691661,0.162858,3.6667,0.302089,,-0.186839,52.7303,-3.44938,95.3311,-0.186839,-1.65,-2.768150359392166,-2.1077578365802765,1.13107,218.0500030517578,,,,"26299"
"Leody Taveras","TEX",116,451,413,96,66,19,3,9,51,39,32,1,115,2,3,2,7,16,3,0.233167,0.0708554,0.253822,0.279154,0.289501,0.358646,0.284368,0.648147,0.125479,6.36409,0.298731,,1.42053,42.5146,-9.10078,83.6535,1.42053,1.35,-6.8827091455459595,3.141342520713806,1.1167,351.1300048828125,,,,"18900"
"Bo Naylor","CLE",67,239,213,49,30,10,1,7,27,27,22,0,66,2,2,0,3,4,1,0.227637,0.0915955,0.27498,0.333098,0.303283,0.382063,0.301341,0.685347,0.154426,5.20875,0.293682,,0.335257,25.778,-1.59858,95.5274,0.335257,0.89,-0.8697366118431091,3.8750590085983276,1.1162,338.8999938964844,,,,"21865"
"Michael A. Taylor","MIN",92,339,309,73,48,15,1,8,39,33,25,0,90,2,2,1,6,6,2,0.234948,0.0722437,0.264877,0.272744,0.294334,0.375067,0.294251,0.669401,0.140119,5.02765,0.301457,,0.270055,34.6376,-4.1787,92.0833,0.270055,1.91,-2.7541070878505707,2.436121881008148,1.10182,621.9199829101562,,,,"11489"
"Ji Hwan Bae","PIT",75,297,271,70,50,15,2,4,34,26,22,1,59,2,2,1,6,11,2,0.257583,0.0736357,0.199485,0.369129,0.317215,0.365998,0.301471,0.683213,0.108415,6.15175,0.316019,,1.18113,32.0139,-1.95273,92.9392,1.18113,-0.14,-1.255718469619751,1.7037529796361923,1.09641,507.2699890136719,,,,"23818"
"Tyrone Taylor","MIL",118,461,422,98,57,21,2,18,54,57,29,0,117,7,3,1,7,5,1,0.23121,0.0619644,0.254084,0.243874,0.288368,0.419173,0.307379,0.707541,0.187964,4.4129,0.274078,,-0.0448039,51.7995,-0.866195,97.0142,-0.0448039,1.66,-1.6425556614995003,-3.4247630834579468,1.095,404.9200134277344,,,,"13675"
"Orlando Arcia","ATL",76,286,261,64,44,11,1,8,33,32,21,1,56,1,2,0,6,3,1,0.245233,0.0742558,0.194467,0.381842,0.303483,0.39019,0.303293,0.693673,0.144957,3.59017,0.27939,,-0.17863,31.2271,-1.46577,92.2533,-0.17863,0.75,-2.751946300268173,3.546200752258301,1.09341,615.0499877929688,,,,"13185"
"Tommy Pham","NYM",89,378,330,80,54,15,1,10,47,39,41,1,91,4,2,0,8,8,3,0.243214,0.108618,0.240467,0.451698,0.331627,0.383785,0.317231,0.715411,0.140571,4.66172,0.304766,,0.125792,45.4288,2.24556,110.14,0.125792,-1.19,4.575076803565025,-6.998167991638184,1.07969,404.7099914550781,,,,"2967"
"Christian Arroyo","BOS",85,323,298,78,54,15,1,8,38,35,17,2,63,5,2,1,7,4,1,0.262905,0.052969,0.196277,0.269868,0.311217,0.40618,0.311896,0.717397,0.143275,4.48603,0.307071,,-0.0616123,37.4461,0.551139,97.4946,-0.0616123,-0.16,-0.9712784960865974,0.883432000875473,1.0698,495.3299865722656,,,,"16434"
"Jorge Soler","MIA",117,491,429,96,54,20,1,21,58,66,51,1,141,6,3,0,8,1,0,0.224854,0.103415,0.286734,0.360667,0.313427,0.423963,0.322242,0.73739,0.19911,2.48641,0.278086,,-0.404766,60.9963,4.87273,109.971,-0.404766,-0.23,5.281356960535049,-11.610055431723595,1.06939,277.3699951171875,,,,"14221"
"Lourdes Gurriel Jr.","ARI",129,532,490,135,95,27,3,11,61,61,32,1,93,5,4,1,12,5,2,0.275494,0.0605395,0.175266,0.345414,0.324351,0.405388,0.318579,0.72974,0.129895,4.11654,0.318833,,-0.297163,64.6244,3.73673,103.36,-0.297163,-0.93,1.781542956829071,-9.530143439769745,1.06749,232.9499969482422,,,,"19238"
"Evan Longoria","ARI",94,367,332,80,49,16,1,14,42,50,28,1,94,3,3,0,6,1,0,0.240009,0.0773596,0.25687,0.301163,0.303798,0.421755,0.31489,0.725553,0.181747,2.69416,0.288895,,-0.30725,43.4802,1.50039,100.838,-0.30725,-0.01,0.04998764395713806,-2.3272838685661554,1.05782,511.2699890136719,,,,"9368"
"Matt Vierling","DET",96,347,318,82,56,16,3,7,40,34,23,1,68,3,2,0,5,8,2,0.257956,0.0654947,0.196859,0.332699,0.312102,0.395834,0.309239,0.707936,0.137877,5.71604,0.305579,,0.433448,39.5876,-0.139866,102.507,0.433448,1.38,1.4136401116847992,-2.408246874809265,1.05743,494.3299865722656,,,,"21558"
"Akil Baddoo","DET",106,407,361,81,52,16,4,9,49,35,41,1,106,2,2,0,5,16,3,0.223386,0.0998225,0.261389,0.381893,0.304084,0.365469,0.296038,0.669553,0.142082,6.64604,0.287929,,1.34925,42.0582,-4.42713,93.1874,1.34925,3.44,-1.767297625541687,-1.1151723861694336,1.05685,452.4100036621094,,,,"22168"
