Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Michael Brantley","HOU",98,419,375,103,74,21,2,7,49,44,37,2,52,4,3,1,10,1,1,0.274893,0.0873592,0.123061,0.709883,0.343172,0.395013,0.324755,0.738185,0.12012,3.17194,0.300835,,-0.413354,52.8486,4.99065,112.797,-0.413354,-0.01,5.613867670297623,-8.942940482869744,1.0501,371.489990234375,,,,"4106"
"Brandon Belt","TOR",88,354,304,69,39,13,1,17,44,49,42,2,95,5,3,0,4,2,1,0.22611,0.118521,0.267245,0.443493,0.326314,0.437699,0.332732,0.764013,0.21159,2.96472,0.265747,,-0.277996,46.9136,6.46046,118.495,-0.277996,-0.05,7.084886133670807,-8.47650795057416,1.03697,355.6000061035156,,,,"10264"
"David Peralta","LAD",107,422,381,95,62,20,2,12,51,49,34,3,87,4,3,0,9,2,1,0.250484,0.0812377,0.206839,0.392759,0.315961,0.406375,0.314392,0.722336,0.15589,3.7718,0.293052,,-0.25255,49.8451,1.55862,103.962,-0.25255,-1.14,1.691279649734497,-6.084444642066956,1.0305,506.760009765625,,,,"2136"
"Trey Mancini","CHC",119,496,441,111,74,20,1,15,56,57,44,2,108,7,3,2,11,0,0,0.251363,0.0882622,0.217546,0.405717,0.326304,0.405179,0.321148,0.731483,0.153816,2.15084,0.298337,,-0.502338,61.1751,4.49059,107.254,-0.502338,-0.04,3.675736665725708,-10.545165099203587,1.02995,263.44000244140625,,,,"15149"
"MJ Melendez","KCR",129,548,481,110,62,27,3,18,64,63,58,1,143,4,4,1,8,5,1,0.228866,0.106606,0.260961,0.408512,0.314469,0.410032,0.31709,0.724501,0.181166,4.38045,0.283627,,-0.0833888,65.8468,3.19672,103.516,-0.0833888,-7.63,2.0846574008464813,-9.770275115966797,1.02529,105.97000122070312,,,,"22197"
"Michael Massey","KCR",104,410,377,90,59,19,2,11,43,44,23,1,95,6,3,2,6,5,1,0.239284,0.0569274,0.230644,0.246819,0.291793,0.382695,0.294419,0.674488,0.143412,4.49205,0.289831,,0.111069,41.9172,-4.99556,87.511,0.111069,0.69,-5.654769629240036,2.2976078391075134,1.01951,383.760009765625,,,,"27684"
"Santiago Espinal","TOR",110,424,389,97,71,19,1,6,45,38,28,1,65,3,2,1,8,7,3,0.248515,0.0663619,0.154494,0.429544,0.301987,0.347834,0.287416,0.649821,0.0993188,4.44751,0.284186,,-0.0494769,40.9248,-7.51495,86.5023,-0.0494769,0.76,-6.483839746564627,2.636815071105957,1.01274,516.3499755859375,,,,"19997"
"Patrick Wisdom","CHC",89,351,311,64,33,14,1,16,42,46,33,1,125,4,2,2,4,4,1,0.206043,0.0940857,0.354753,0.265214,0.289524,0.415081,0.307354,0.704605,0.209038,4.21726,0.277387,,0.00148703,39.5061,-0.667587,97.8219,0.00148703,-1.52,-0.8875860433327034,-1.3314058631658554,1.00814,444.3500061035156,,,,"13602"
"Luis García","WSN",130,524,490,126,88,25,2,10,54,53,27,2,103,2,3,1,12,6,2,0.256539,0.0512935,0.195984,0.261722,0.296235,0.378644,0.293461,0.674879,0.122105,4.32067,0.303879,,-0.101246,53.1021,-6.77431,86.4807,-0.101246,-1.52,-8.326195493340492,0.20691978931427002,0.997328,309.2699890136719,,,,"20391"
"Spencer Torkelson","DET",133,529,468,110,68,24,2,16,59,58,50,2,126,6,4,1,8,3,1,0.234752,0.0952734,0.238412,0.399616,0.315438,0.398139,0.313174,0.713577,0.163387,3.54371,0.284932,,-0.345409,61.8988,1.44011,105.285,-0.345409,0.16,2.7992431223392487,-10.148151248693466,0.996554,290.9800109863281,,,,"27465"
"Victor Robles","WSN",121,449,403,90,61,16,2,10,51,36,27,1,115,12,2,5,7,15,4,0.22307,0.0605325,0.25701,0.235526,0.291126,0.350194,0.28461,0.64132,0.127124,6.20699,0.284891,,1.05535,42.3991,-8.97097,80.4284,1.05535,1.65,-9.160170555114746,3.513672709465027,0.994165,505.1300048828125,,,,"18363"
"Tony Kemp","OAK",129,517,453,105,80,18,2,5,49,37,46,0,70,7,4,6,10,9,3,0.231487,0.0898897,0.135256,0.664587,0.310708,0.312172,0.28158,0.622881,0.0806853,4.59366,0.262185,,0.091745,47.5316,-11.5641,86.9508,0.091745,-0.18,-7.497215673327446,0.48237645626068115,0.991765,444.2200012207031,,,,"14894"
"Joey Votto","CIN",111,469,407,96,57,20,1,19,56,61,54,2,116,5,3,0,8,1,0,0.237273,0.114776,0.246434,0.465749,0.331502,0.428807,0.332242,0.760308,0.191534,2.295,0.281892,,-0.461058,62.0315,8.38487,107.458,-0.461058,-0.84,3.6042880713939667,-9.985102474689484,0.987399,441.94000244140625,,,,"4314"
"Nolan Gorman","STL",86,341,310,70,41,14,1,13,39,44,25,1,106,3,2,0,4,2,1,0.226357,0.0747303,0.312122,0.239427,0.289989,0.407115,0.303449,0.697105,0.180759,3.72536,0.296221,,-0.167795,37.2855,-1.70575,98.2568,-0.167795,-0.16,-0.858406201004982,-1.2867949306964874,0.979357,379.8900146484375,,,,"22263"
"Anthony Volpe","NYY",58,241,217,50,30,12,1,6,28,24,18,1,53,3,2,0,3,7,1,0.228685,0.0748321,0.219678,0.340644,0.295457,0.380794,0.296442,0.676251,0.152109,5.85655,0.271568,,0.866651,25.0021,-2.54633,93.0117,0.866651,0,-1.027922511100769,2.655951738357544,0.976613,999,,,,"sa3010868"
"Josh H. Smith","TEX",72,279,245,58,39,11,1,6,32,25,26,0,58,5,2,1,5,6,2,0.237161,0.0931001,0.206762,0.450277,0.321099,0.369,0.306847,0.690098,0.131839,5.11025,0.284405,,0.307095,31.2404,-0.642212,99.5233,0.307095,0.72,0.1575232595205307,0.22896206378936768,0.973012,613.030029296875,,,,"26396"
"Rodolfo Castro","PIT",106,425,388,88,56,18,2,13,46,49,30,1,112,4,3,0,8,6,2,0.227463,0.070204,0.264049,0.265875,0.28716,0.381114,0.292367,0.668274,0.153651,4.55944,0.284221,,0.0833208,42.7181,-5.86608,86.7142,0.0833208,-0.72,-6.475219063460827,1.177168369293213,0.944685,364.0199890136719,,,,"21987"
"Gabriel Moreno","ARI",89,325,301,81,59,16,1,5,35,35,18,1,56,4,2,1,7,3,1,0.270672,0.0565878,0.171512,0.329936,0.318331,0.383753,0.307696,0.702084,0.113081,4.07329,0.315412,,-0.150057,36.6803,-0.529889,95.9184,-0.150057,-3.78,-1.6932138353586197,-0.28293681144714355,0.942083,251.35000610351562,,,,"22664"
"Jurickson Profar",,98,400,349,84,57,17,2,9,46,38,42,1,64,5,2,2,8,5,2,0.239387,0.104692,0.158992,0.658478,0.327552,0.371112,0.31099,0.698664,0.131724,4.19285,0.268207,,-0.0745866,46.155,0.395426,101.114,-0.0745866,-0.09,0.43525272607803345,-4.617546409368515,0.936861,408.75,,,,"10815"
"Taylor Walls","TBR",75,282,250,54,34,12,1,6,31,26,29,1,73,2,2,1,4,7,2,0.215084,0.10157,0.259355,0.391625,0.297849,0.34793,0.287052,0.645779,0.132846,5.53549,0.276278,,0.447381,27.2049,-5.09221,90.6561,0.447381,0.4,-2.522473484277725,2.3731108009815216,0.928873,598.8599853515625,,,,"22458"
"James McCann","BAL",71,257,234,54,38,9,1,7,26,27,18,0,69,3,1,0,5,2,1,0.231691,0.0682989,0.268182,0.254674,0.291034,0.360784,0.2876,0.651818,0.129093,3.3491,0.296974,,-0.161845,24.8858,-4.52525,86.2295,-0.161845,1.76,-4.147538527846336,4.780458927154541,0.926603,639.6199951171875,,,,"12859"
"Isiah Kiner-Falefa","NYY",85,337,311,81,64,13,2,2,36,25,18,1,48,4,2,1,8,11,3,0.26064,0.0543,0.142658,0.38063,0.308572,0.329596,0.283441,0.638169,0.0689562,5.52419,0.301672,,0.496487,31.4762,-7.03901,83.8331,0.496487,0.45,-5.631308972835541,3.692767083644867,0.922867,474.6300048828125,,,,"16512"
"José Iglesias",,95,372,348,93,70,18,2,2,38,33,14,0,51,5,2,0,9,3,1,0.266926,0.0383985,0.137849,0.278553,0.303953,0.3506,0.288675,0.654553,0.0836748,4.31725,0.305845,,-0.130146,36.3296,-6.23035,85.6123,-0.130146,-0.36,-6.254088252782822,2.853052496910095,0.922678,652.8699951171875,,,,"10231"
"Jarred Kelenic","SEA",105,418,379,83,49,17,1,16,48,47,33,2,111,3,2,0,6,9,3,0.219604,0.0792932,0.26494,0.299287,0.286796,0.395121,0.29694,0.681918,0.175518,4.8647,0.265211,,0.453345,43.5431,-4.25242,97.3783,0.453345,1.29,-0.7798228859901428,-3.7946791648864746,0.917512,300.8399963378906,,,,"22558"
"Trayce Thompson","LAD",93,345,310,64,36,14,1,14,41,42,31,1,123,3,2,0,4,3,1,0.206743,0.0888853,0.356885,0.249059,0.282761,0.389775,0.294003,0.672536,0.183032,4.40109,0.28861,,-0.0823862,35.1376,-4.31509,90.0208,-0.0823862,0.82,-4.08274195343256,1.1260647773742676,0.908413,457.19000244140625,,,,"9952"
"Reese McGuire","BOS",85,300,273,62,44,13,1,4,28,24,19,1,64,3,2,3,6,1,1,0.227111,0.0628415,0.214404,0.293099,0.28306,0.324723,0.269486,0.607783,0.0976116,3.72343,0.281325,,-0.176418,24.7216,-9.60002,67.5544,-0.176418,3.59,-11.13535849750042,10.151573896408081,0.90047,482.70001220703125,,,,"15674"
"Harold Ramírez","TBR",104,418,388,107,76,20,2,8,47,46,20,0,67,7,3,0,11,4,1,0.274951,0.0479414,0.159784,0.300039,0.319258,0.40249,0.315551,0.721748,0.127539,4.3148,0.311172,,-0.122616,49.7161,1.92749,110.776,-0.122616,-0.05,4.945222340524197,-9.802821923047304,0.887584,382.5899963378906,,,,"14387"
"Mauricio Dubón","HOU",79,276,256,63,43,11,1,7,32,29,15,1,45,2,2,1,4,5,2,0.246101,0.0557375,0.16292,0.342116,0.291568,0.384352,0.294639,0.67592,0.138251,4.76005,0.270913,,0.146814,28.2653,-3.31455,91.5357,0.146814,1.18,-2.4837350994348526,2.070807456970215,0.880222,702.4600219726562,,,,"16530"
"Jose Trevino","NYY",99,357,335,76,53,14,0,9,33,36,16,0,67,2,3,1,7,2,1,0.227867,0.0444683,0.187478,0.237191,0.265629,0.350112,0.269503,0.615741,0.122245,2.77494,0.25813,,-0.270343,29.403,-11.4116,73.9931,-0.270343,0,-10.7162906229496,7.623301982879639,0.868902,359.6700134277344,,,,"16725"
"LaMonte Wade Jr.","SFG",102,394,341,78,48,16,1,12,46,43,43,1,80,6,3,1,6,4,1,0.22801,0.109584,0.202408,0.541403,0.322081,0.391705,0.314795,0.713786,0.163695,3.81406,0.259342,,-0.158041,46.605,1.57956,104.253,-0.158041,1.12,1.7875023484230042,-6.780154585838318,0.866805,463.6700134277344,,,,"18126"
"Hunter Dozier","KCR",117,473,428,101,63,22,2,13,53,51,37,0,120,4,3,1,7,6,2,0.235559,0.0787054,0.253269,0.310758,0.300161,0.389597,0.302485,0.689758,0.154038,4.42964,0.294036,,-0.0138213,51.3698,-2.72897,93.2057,-0.0138213,-2.02,-3.631055522710085,-3.2094995975494385,0.863928,427.7900085449219,,,,"15117"
"Randal Grichuk","COL",117,476,442,114,69,23,3,19,59,63,25,0,104,5,3,0,8,2,1,0.257917,0.0535834,0.219262,0.24438,0.303058,0.451897,0.325688,0.754954,0.19398,4.07951,0.295424,,-0.247195,60.4146,6.02425,95.0933,-0.247195,-2.82,-2.9588309228420258,-4.8813111782073975,0.857151,285.2200012207031,,,,"10243"
"Adam Frazier","BAL",120,483,438,111,85,22,2,1,48,37,35,1,58,5,3,2,10,8,3,0.252011,0.0715339,0.119828,0.596973,0.312323,0.322007,0.283116,0.63433,0.0699964,4.63127,0.285349,,-0.00466475,45.0385,-10.2245,83.064,-0.00466475,0.21,-9.215304704383016,1.9550214558839798,0.853905,452.32000732421875,,,,"15223"
"Brice Turang","MIL",89,357,324,78,55,16,1,6,39,32,30,1,76,1,2,0,6,9,1,0.239718,0.0833147,0.212335,0.392373,0.304292,0.349412,0.289282,0.653704,0.109694,5.42488,0.294774,,0.970003,35.044,-5.80825,84.6401,0.970003,0,-5.405703961849213,1.5076425075531006,0.852807,999,,,,"sa3008294"
"Matt Carpenter","SDP",99,383,330,72,42,16,1,14,45,47,44,2,104,6,3,1,5,2,1,0.219742,0.115618,0.270463,0.427481,0.320187,0.401941,0.317629,0.722129,0.1822,3.29971,0.272234,,-0.28334,46.2008,2.39913,108.255,-0.28334,-0.65,3.390450805425644,-8.202051997184753,0.848009,463.1300048828125,,,,"8090"
"Aaron Hicks","NYY",97,382,330,71,46,14,1,10,44,36,46,1,92,3,2,1,6,6,2,0.215188,0.119935,0.242064,0.495468,0.315001,0.35635,0.299794,0.671351,0.141161,4.66572,0.265327,,0.129275,40.6316,-3.01791,95.3785,0.129275,1.74,-1.8559476733207703,-2.26922869682312,0.843434,583.6699829101562,,,,"5297"
"Martín Maldonado","HOU",101,370,329,62,41,11,0,10,35,37,28,0,116,5,2,2,7,0,0,0.18848,0.0770022,0.314209,0.245067,0.262354,0.315745,0.259095,0.578099,0.127265,1.92101,0.25229,,-0.344827,27.3976,-14.8762,66.4426,-0.344827,2.67,-14.305419355630875,10.48404312133789,0.835099,573.6500244140625,,,,"6887"
"Jack Suwinski","PIT",94,370,328,71,42,16,2,12,42,43,36,1,111,4,2,1,5,4,1,0.217774,0.0960972,0.298916,0.321485,0.299648,0.390225,0.302716,0.689873,0.172451,4.56051,0.28525,,0.0470785,40.2233,-2.06547,93.7903,0.0470785,-0.3,-2.6211231723427773,-1.8802388310432434,0.833843,472.5899963378906,,,,"22244"
"Oswaldo Cabrera","NYY",97,394,361,83,53,17,1,12,44,42,27,1,100,2,3,1,6,7,2,0.230306,0.068025,0.254186,0.267619,0.285756,0.384845,0.292905,0.670601,0.154539,4.69107,0.28222,,0.326952,39.7657,-5.26915,90.515,0.326952,2.17,-3.876736670732498,-0.8217282295227051,0.823759,330.25,,,,"21707"
"Kyle Farmer","MIN",73,281,256,64,45,13,1,5,30,27,15,0,51,6,2,1,6,2,1,0.250017,0.0546408,0.181274,0.301426,0.305422,0.369133,0.297262,0.674554,0.119116,3.74018,0.290546,,-0.173518,29.294,-2.78215,94.2088,-0.173518,-0.23,-2.0016027837991714,0.902438297867775,0.822683,445.04998779296875,,,,"14813"
"Nick Allen","OAK",114,431,381,86,66,16,2,3,38,21,27,1,84,3,2,17,8,8,2,0.225825,0.0621835,0.194667,0.319436,0.281094,0.299901,0.259683,0.580995,0.0740759,4.84302,0.280469,,0.205496,32.1633,-17.1532,71.4918,0.205496,2.42,-13.630394905805588,7.7140278816223145,0.821102,584.72998046875,,,,"22277"
"Austin Hedges","PIT",84,303,272,51,36,8,0,7,25,25,19,0,80,3,2,5,5,2,1,0.186398,0.0643996,0.264483,0.243492,0.247818,0.290911,0.241118,0.538729,0.104513,2.94993,0.235625,,-0.189751,18.1099,-16.504,51.6711,-0.189751,8.3,-17.18710359930992,14.812577247619629,0.820047,719.3499755859375,,,,"12976"
"César Hernández",,64,265,239,59,42,11,2,4,28,22,23,0,50,2,1,1,5,3,1,0.246489,0.0848814,0.190036,0.446661,0.315461,0.355547,0.297819,0.671008,0.109058,4.82553,0.296335,,-0.00779355,27.8299,-2.51445,94.4447,-0.00779355,0.25,-1.6667324360460043,1.021284282207489,0.819674,727.25,,,,"10556"
"Kyle Isbel","KCR",113,414,379,87,57,19,3,9,47,38,27,1,101,5,2,1,6,12,3,0.230756,0.0664119,0.243902,0.272289,0.289431,0.365248,0.287591,0.654679,0.134492,6.18891,0.289831,,0.812162,40.0538,-7.28668,82.691,0.812162,5.19,-7.251809239387512,1.866241693496704,0.819043,490.3299865722656,,,,"21614"
"Daniel Vogelbach","NYM",93,358,300,67,42,12,0,12,41,43,52,2,86,3,2,0,7,0,0,0.221535,0.145892,0.240449,0.606749,0.34,0.384127,0.322558,0.724128,0.162592,1.30399,0.265702,,-0.398261,44.5507,3.6415,113.783,-0.398261,0,5.330906808376312,-10.02080249786377,0.771426,596.8400268554688,,,,"14130"
"Paul DeJong","STL",60,210,188,40,24,8,1,8,24,26,16,0,60,3,1,0,3,2,1,0.213791,0.0772183,0.28588,0.270108,0.285906,0.389806,0.296686,0.675713,0.176015,4.00538,0.265253,,-0.0721759,21.843,-2.17972,93.6322,-0.0721759,0.75,-1.6264673098921776,1.8620210886001587,0.76689,714.0599975585938,,,,"18015"
"Elias Díaz","COL",97,364,333,83,54,16,1,12,42,44,25,0,70,2,2,0,7,0,0,0.248788,0.0696783,0.192805,0.361392,0.304685,0.412885,0.312823,0.717569,0.164097,2.64076,0.279395,,-0.323558,42.5424,0.890592,86.2969,-0.323558,-6.46,-6.122855603694916,1.0504164695739746,0.754205,333.239990234375,,,,"11680"
"Jacob Stallings","MIA",104,386,347,75,56,14,0,5,32,33,31,0,84,4,3,1,8,0,0,0.216736,0.0796176,0.217559,0.365959,0.286106,0.29811,0.263822,0.584216,0.081374,1.6275,0.270441,,-0.384079,30.0203,-14.0665,70.0246,-0.384079,0,-13.811614781618118,7.999845504760742,0.751802,576.780029296875,,,,"13723"
"Nick Ahmed","ARI",92,352,322,75,52,15,2,6,36,35,23,1,78,2,2,1,7,5,2,0.232749,0.0657017,0.222235,0.295641,0.286123,0.350664,0.279744,0.636787,0.117914,4.5589,0.2861,,0.000509187,31.87,-8.3924,76.8054,0.000509187,0.52,-9.488272741669789,4.800323963165283,0.75165,616.6500244140625,,,,"12147"
"Robbie Grossman","TEX",95,382,330,73,47,16,1,9,43,35,45,1,96,4,2,1,5,7,2,0.22264,0.118461,0.249758,0.474304,0.32219,0.360782,0.305128,0.682972,0.138141,4.78994,0.283203,,0.224613,42.3312,-1.40319,98.3099,0.224613,-0.11,-0.5028106868267059,-4.522592410445213,0.751398,571.7000122070312,,,,"5254"
"Oscar Gonzalez","CLE",125,523,493,132,90,28,3,11,57,63,23,3,104,4,4,1,11,3,1,0.268514,0.0434321,0.199469,0.217739,0.303748,0.406225,0.306334,0.709973,0.137711,3.76254,0.317669,,-0.247628,58.4188,-1.41827,99.0524,-0.247628,-2.25,-0.8056290149688721,-8.783666610717773,0.74314,198.6999969482422,,,,"20970"
"Jake Meyers","HOU",62,232,211,51,34,10,1,5,27,23,16,1,61,3,1,1,4,4,1,0.238964,0.0693443,0.261506,0.265172,0.300015,0.371623,0.29532,0.671638,0.132659,5.16439,0.308829,,0.0977798,23.9039,-2.66269,92.0164,0.0977798,0.89,-1.9894985780119896,1.6164893507957458,0.737795,724.8099975585938,,,,"20308"
"Seby Zavala","CHW",65,233,209,41,26,9,0,7,22,23,19,0,83,2,1,1,3,0,0,0.196845,0.0822072,0.355229,0.23142,0.270385,0.335608,0.269101,0.605992,0.138763,2.34271,0.285508,,-0.184027,19.1148,-7.52185,72.3579,-0.184027,2.3,-7.429975166916847,6.993938207626343,0.733228,650.52001953125,,,,"18887"
"Jesús Sánchez","MIA",75,302,274,66,41,13,1,11,34,38,23,1,76,3,2,0,6,2,0,0.240085,0.0771825,0.252098,0.306161,0.304011,0.411922,0.311439,0.715933,0.171838,3.61411,0.292232,,-0.158964,34.9341,0.406195,102.584,-0.158964,-0.79,0.7476405948400497,-3.9350836873054504,0.732037,438.0199890136719,,,,"19913"
"Francisco Álvarez","NYM",45,174,153,36,23,7,0,6,20,21,17,1,44,3,1,0,3,1,0,0.233054,0.0963808,0.25114,0.383773,0.31686,0.394532,0.312058,0.711392,0.161477,3.20148,0.285089,,-0.0688256,20.1971,0.319349,106.604,-0.0688256,-0.85,1.2649224773049355,-0.15902775526046753,0.730219,353.5899963378906,,,,"26121"
"Trevor Story","BOS",49,209,188,45,26,10,1,8,28,25,17,1,59,2,1,0,2,6,2,0.238758,0.0828189,0.281863,0.293827,0.308478,0.434283,0.32148,0.742761,0.195525,5.4991,0.299107,,0.296224,25.8828,1.95098,104.261,0.296224,0.36,1.2996549606323242,-1.017054557800293,0.729576,528.5599975585938,,,,"12564"
"Josh Harrison","PHI",68,264,242,61,43,12,1,6,29,28,14,0,46,6,2,1,5,3,1,0.252973,0.0511496,0.173151,0.295404,0.306239,0.381519,0.302515,0.687758,0.128546,4.05164,0.288086,,-0.128088,28.7122,-1.51876,92.7178,-0.128088,0.06,-2.364948570728302,0.34771039709448814,0.722152,657.3300170898438,,,,"8202"
"Luis Guillorme","NYM",66,240,213,54,44,8,1,1,24,19,24,1,36,2,1,1,7,1,1,0.252136,0.098544,0.150547,0.654574,0.329432,0.305896,0.287362,0.635329,0.0537602,3.31365,0.298893,,-0.227474,23.222,-4.27648,89.7168,-0.227474,0.71,-3.1006529182195663,1.8654082417488098,0.719843,741.1400146484375,,,,"16451"
"Ji-Man Choi","PIT",113,457,390,91,58,20,1,13,52,51,59,2,114,5,3,0,9,0,0,0.233912,0.129051,0.249443,0.517355,0.339042,0.386156,0.321528,0.725198,0.152244,2.01852,0.294871,,-0.498218,56.56,4.27954,106.654,-0.498218,-1.96,3.03618323802948,-11.567927360534668,0.719351,522.5700073242188,,,,"5452"
"Roberto Pérez",,48,173,153,32,22,5,0,5,18,17,17,0,53,2,1,1,4,1,0,0.212603,0.0962106,0.307091,0.313296,0.294836,0.347457,0.286565,0.642293,0.134854,3.03435,0.288869,,-0.142992,16.586,-3.18405,84.9493,-0.142992,0.3,-3.166341245174408,3.9907408356666565,0.697335,742.5999755859375,,,,"2900"
"AJ Pollock","SEA",98,389,356,85,52,18,1,14,44,45,26,1,88,4,3,1,7,4,1,0.238231,0.0661715,0.226709,0.291878,0.29507,0.409867,0.306759,0.704937,0.171636,3.97675,0.277504,,-0.0679325,43.5144,-0.922236,104.31,-0.0679325,-0.44,1.8168987855315208,-7.583706319332123,0.69409,426.9200134277344,,,,"9256"
"Marcell Ozuna","ATL",102,420,380,91,56,16,1,18,51,55,34,1,101,2,3,0,7,2,1,0.240621,0.0817705,0.24147,0.338636,0.305492,0.431987,0.320125,0.737479,0.191366,2.99956,0.277998,,-0.302883,51.5011,3.46385,103.763,-0.302883,-0.52,1.5336067974567413,-9.089235782623291,0.690751,337.8699951171875,,,,"10324"
"C.J. Cron","COL",137,579,517,130,79,25,1,25,71,79,47,3,138,11,5,0,11,1,0,0.250823,0.0802857,0.237386,0.338207,0.322835,0.447575,0.333239,0.77041,0.196752,2.34639,0.291564,,-0.53606,77.0575,10.8125,100.256,-0.53606,-0.77,-0.3634411692619324,-12.614902973175049,0.683896,135.60000610351562,,,,"12546"
"Nick Maton","DET",109,408,362,77,50,16,2,8,40,36,38,1,107,4,3,1,5,4,1,0.211387,0.0942339,0.261756,0.360007,0.291285,0.33613,0.279772,0.627415,0.124743,4.28002,0.273496,,-0.0875629,36.9051,-9.70696,81.7037,-0.0875629,0.1,-8.480368919670582,2.006063796579838,0.683428,610.969970703125,,,,"21635"
"James Outman","LAD",53,215,193,42,25,9,1,7,26,24,17,0,68,3,1,0,3,3,1,0.216029,0.0806699,0.317083,0.254413,0.288773,0.379044,0.293491,0.667817,0.163015,5.34515,0.292626,,0.233013,21.8079,-2.7764,89.6704,0.233013,1.47,-2.34726220369339,1.5498058572411537,0.675777,492.8599853515625,,,,"24770"
"Will Brennan","CLE",76,316,291,75,53,16,1,4,35,32,20,1,46,3,2,0,7,6,1,0.259313,0.0627958,0.14593,0.430314,0.31182,0.368503,0.299256,0.680324,0.109191,5.02177,0.293747,,0.379022,33.551,-2.63737,94.0553,0.379022,0.92,-1.7380753457546234,-1.9540470242500305,0.670697,468.55999755859375,,,,"25660"
"Jordan Luplow","ATL",62,220,193,43,25,9,1,9,29,27,23,0,57,2,1,0,3,3,1,0.224992,0.105846,0.259542,0.40782,0.313774,0.422559,0.322164,0.736334,0.197567,4.42447,0.266847,,-0.0114495,27.3322,2.17081,105.157,-0.0114495,0.96,1.3069660188630223,-2.340502083301544,0.668818,750.8300170898438,,,,"16424"
"Luke Maile","CIN",49,169,152,32,22,7,0,4,16,16,14,0,46,2,1,1,3,0,0,0.213813,0.0829905,0.2712,0.306012,0.28715,0.339598,0.279033,0.626748,0.125785,2.59268,0.276836,,-0.14773,15.2245,-4.12979,71.0751,-0.14773,2.7,-5.83588907122612,6.482175827026367,0.665789,750.489990234375,,,,"13355"
"Donovan Solano","MIN",68,265,243,65,46,14,0,5,28,28,16,1,48,4,2,1,6,0,0,0.266749,0.0612722,0.182751,0.335276,0.320005,0.388413,0.31091,0.708418,0.121665,2.09092,0.312215,,-0.261998,30.5792,0.245287,103.844,-0.261998,-0.04,0.8855347633361816,-3.0037036314606667,0.66474,710.8300170898438,,,,"8623"
"Abraham Toro","MIL",49,187,169,40,25,8,1,6,21,21,14,0,34,3,1,0,3,2,1,0.236589,0.0746871,0.179291,0.416569,0.30416,0.395506,0.306344,0.699666,0.158917,4.4636,0.262246,,-0.00357589,20.9309,-0.506635,96.307,-0.00357589,0.05,-0.807990760076791,0.8073919303715229,0.662229,669.27001953125,,,,"19844"
"Adam Duvall","BOS",104,415,378,79,41,16,1,21,48,57,29,1,136,5,3,0,4,2,1,0.210239,0.0691096,0.328164,0.210595,0.272629,0.423858,0.301167,0.696488,0.21362,3.72076,0.262666,,-0.169194,44.5898,-2.82622,89.92,-0.169194,-2.2,-4.872793063521385,-2.151314150542021,0.649213,312.9800109863281,,,,"10950"
"Salvador Perez","KCR",132,544,502,122,70,25,0,26,60,82,26,2,142,9,5,0,8,1,0,0.242435,0.0473883,0.261499,0.181218,0.288397,0.450372,0.317325,0.738769,0.207937,1.80346,0.281816,,-0.409755,65.4347,3.27321,103.682,-0.409755,-16.2,1.842803567647934,-13.045714139938354,0.641696,72.37000274658203,,,,"7304"
"Rougned Odor","SDP",76,290,262,56,32,11,1,11,32,35,21,1,74,5,2,0,4,3,1,0.213015,0.0723682,0.253156,0.285863,0.281883,0.394117,0.294571,0.675999,0.181102,4.02121,0.2479,,-0.0430726,29.702,-3.50046,89.7082,-0.0430726,-0.18,-3.4605127945542336,-0.050186946988105774,0.629783,738.3800048828125,,,,"12282"
"Jordan Groshans","MIA",58,226,206,51,37,10,0,3,21,22,17,0,44,1,1,0,5,1,0,0.246529,0.0753006,0.196497,0.383215,0.306119,0.342288,0.28806,0.648407,0.0957592,2.62364,0.298607,,-0.198789,21.9402,-3.89193,86.5984,-0.198789,0.61,-3.716335967183113,2.106140375137329,0.628993,689.969970703125,,,,"23794"
"Kevin Plawecki","PIT",37,127,115,27,20,5,0,2,12,13,9,0,22,2,1,0,3,0,0,0.238901,0.070352,0.17634,0.398956,0.302877,0.347182,0.288825,0.650059,0.108281,2.18649,0.276194,,-0.122437,12.4424,-2.11605,84.2923,-0.122437,1.31,-2.4459886252880096,4.145570993423462,0.62822,750.780029296875,,,,"13807"
"Adalberto Mondesi","BOS",100,391,364,77,48,15,3,11,53,33,22,1,126,2,2,2,4,28,6,0.212012,0.0552931,0.321595,0.171934,0.258835,0.361292,0.270144,0.620127,0.149279,8.27447,0.287511,,3.1603,32.44,-12.3135,68.0185,3.1603,0.82,-10.925129175186157,4.425396025180817,0.626402,257.4800109863281,,,,"13769"
